ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'TV71731,सोनल,टंडन,Female,2005-10-02,19,Citizen,India,93490575,Work Visa,2023-11-25,2024-09-20,VIS65367,N/A,lrony-caudhrii@india.com,00814 409305,"02/29 आभा चवन, हैदराबाद-061712",अगरतला,Eastern Cape,662164,Minerals surveyor,Hindi,17
'7108140831061,Londiwe,Mdaka,Female,1971-08-14,54,Citizen,South Africa,81304249,N/A,N/A,N/A,N/A,N/A,sandilesembathwa@africa.com,(851)297-2778,"55 Jan Smuts Indawo, Sasolburg, 3880",Paarl,Western Cape,7715,Secretary/administrator,Zulu,N/A
'PR84294718,丹,陈,Female,1987-10-09,37,Permanent Resident,China,76616887,Corporate Visa,2023-06-16,2033-06-13,PER67141,N/A,jing42@china.com,14585255754,河南省峰县友好陈路G座 209177,澳门县,Eastern Cape,360974,药品注册,Mandarin,19
'4706132575043,Mnqobi,Sontuli,Female,1947-06-13,78,Permanent Resident,South Africa,59439069,N/A,N/A,N/A,N/A,N/A,nomathalente76@co.za,+1-951-573-7812x06868,"5543 Charles Isitaladi, Upington, 6940",Bethlehem,North West,6081,"Psychologist, sport and exercise",Zulu,N/A
'PR80797215,देवदान,चक्रवर्ती,Male,1990-10-25,34,Citizen,India,68068755,Study Visa,2024-03-05,2034-03-03,PER52493,N/A,vsriin@india.com,+91 134 2699232,"96/4218 उमा आहूजा, अहमदनगर-933551",अनन्तपुर,KwaZulu-Natal,594845,Plant breeder/geneticist,Hindi,15
'5004087046099,Bhekani,Nsukuza,Male,1950-04-08,75,Citizen,South Africa,31085966,N/A,N/A,N/A,N/A,N/A,siphesihle66@africa.com,+1-931-319-2276,"72 Commissioner Indlela, Rustenburg, 3585",Rustenburg,North West,7317,Interior and spatial designer,Zulu,N/A
'7512154851066,Nobantu,Mzoneli,Female,1975-12-15,49,Temporary Visa,South Africa,32080392,N/A,N/A,N/A,N/A,N/A,bhekanisondisa@africa.com,+1-463-703-7224x99080,"5016 Stanley Ithafa, Witbank, 3831",Krugersdorp,Limpopo,1150,Merchant navy officer,Zulu,N/A
'7004282235012,Bhekizizwe,Nkosi,Female,1970-04-28,55,Citizen,South Africa,65571134,N/A,N/A,N/A,N/A,N/A,rvundla@africa.com,(359)206-7211x1065,"2711 Elizabeth Indawo, Stellenbosch, 4092",Stellenbosch,Free State,1596,Brewing technologist,Zulu,N/A
'5311261819028,Simphiwe,Mthiyane,Female,1953-11-26,71,Citizen,South Africa,29569648,N/A,N/A,N/A,N/A,N/A,nomthandazofakude@co.za,5805182754,"1488 Rivonia Ithafa, Springs, 2816",Bethlehem,KwaZulu-Natal,1541,Ship broker,Zulu,N/A
'TV77816,Renée,Vincent,Female,1990-09-25,34,Citizen,United States,772188769,Retirement Visa,2024-02-18,2026-10-29,VIS76071,N/A,oraynaud@us.com,0388427883,"8, rue de Georges, 48494 Andre",Bouvier-sur-Dias,Limpopo,10420,agenceur de cuisines et salles de bains,French,4
'6501297869084,Lwandile,Gatsheni,Male,1965-01-29,60,Citizen,South Africa,74396613,N/A,N/A,N/A,N/A,N/A,thandazilemboyisa@africa.com,001-335-921-2751x431,"7246 High Ithafa, Kimberley, 4431",George,Mpumalanga,2916,Web designer,Zulu,N/A
'PR68654571,Susan,Marion,Female,1977-02-23,48,Citizen,France,944983335,Study Visa,2024-12-17,2034-12-15,PER76514,N/A,xroy@fr,+33 2 49 90 44 79,"13, rue Arnaude Lelièvre, 18680 Barbier",Raynaud,Eastern Cape,72107,serrurier-métallier,French,17
'TV83606,Luna,Leal,Female,1988-04-15,37,Citizen,Mozambique,MO483455,Business Visa,2023-11-29,2026-07-22,VIS98157,N/A,eduarda56@mozambique.com,+351925500739,"Largo Amélia Carvalheira, 707, 0012-948 Maia",Mangualde,Limpopo,7004-738,Trabalhador qualificado da jardinagem,Portuguese,15
'PR66259519,Noxolo,Ndondakusuka,Female,1989-12-06,35,Citizen,Botswana,BO293478,Corporate Visa,2024-03-18,2034-03-16,PER80962,N/A,xjele@net,886.546.3214x8460,"392 Milner Indlela, Sasolburg, 7508",Vereeniging,Limpopo,4514,Fisheries officer,Zulu,13
'9108150113051,Thandazile,Mkhathini,Female,1991-08-15,34,Temporary Visa,South Africa,91999127,N/A,N/A,N/A,N/A,N/A,ichiliza@co.za,201.746.8792x5536,"53 Nelson Mandela Umgwaqo, Vereeniging, 9567",Thohoyandou,KwaZulu-Natal,8211,Financial risk analyst,Zulu,N/A
'6107154920096,Thabisile,Motha,Female,1961-07-15,64,Citizen,South Africa,87450291,N/A,N/A,N/A,N/A,N/A,amahle94@co.za,(281)663-2000,"7926 Oxford Indawo, Middelburg, 1880",uMgungundlovu,North West,9902,"Nurse, mental health",Zulu,N/A
'7308156710053,Sandile,Dlebenkomo,Male,1973-08-15,52,Permanent Resident,South Africa,10242971,N/A,N/A,N/A,N/A,N/A,wezathembeka@africa.com,439-912-8133x7040,"3899 William Indlela, Chatsworth, 2882",George,Limpopo,9473,Hydrogeologist,Zulu,N/A
'8404207057009,SimphiweyiNkosi,Sontuli,Male,1984-04-20,41,Citizen,South Africa,74319955,N/A,N/A,N/A,N/A,N/A,busisiwe72@co.za,(347)491-7710x9441,"68 Commissioner Umgwaqo, Middelburg, 8074",Welkom,KwaZulu-Natal,1176,Multimedia programmer,Zulu,N/A
'PR20041022,Thabisa,Mbanjwa,Female,1976-01-13,49,Citizen,Somalia,24700341,Corporate Visa,2024-06-20,2034-06-18,PER70408,N/A,thembekiledindi@net,889-480-3172x254,"694 Charles Umgwaqo, Randfontein, 1657",Boksburg,Northern Cape,1483,"Engineer, chemical",Zulu,4
'8611025918067,Andile,Malevu,Male,1986-11-02,38,Citizen,South Africa,58253463,N/A,N/A,N/A,N/A,N/A,pntaka@africa.com,8179991206,"6597 Milner Indlela, Middelburg, 1755",Centurion,Gauteng,6959,Colour technologist,Zulu,N/A
'0006144066054,Siphesihle,Mpanza,Female,2000-06-14,25,Citizen,South Africa,33417166,N/A,N/A,N/A,N/A,N/A,nkwakhathandazile@co.za,(660)916-3242x87834,"8958 Oxford Indlela, Bloemfontein, 5536",uMgungundlovu,KwaZulu-Natal,2848,Financial trader,Zulu,N/A
'PR80090410,Théophile,Vidal,Male,1998-09-06,27,Permanent Resident,United States,970828653,Relative's Visa,2025-02-05,2035-02-03,PER22725,N/A,pguillou@com,0182218326,"rue Hoareau, 57865 Saint Élodie",Delahaye,Eastern Cape,18955,opérateur de fabrication de produits alimentaires,French,10
'PR56901184,Nomagugu,Mafulela,Female,2005-05-21,20,Citizen,Ghana,G6563602,Study Visa,2022-12-07,2032-12-04,PER93673,N/A,omawanda@com.gh,001-678-238-4452,"6702 Jan Smuts Isitaladi, eThekwini, 6687",uMgungundlovu,Free State,4834,Theme park manager,Zulu,16
'6904039757016,Musa,Lembede,Male,1969-04-03,56,Permanent Resident,South Africa,25423686,N/A,N/A,N/A,N/A,N/A,nkosisimphiwe@co.za,(675)465-0599x109,"6518 Adelaide Isitaladi, Polokwane, 6691",Sasolburg,Free State,1419,Estate agent,Zulu,N/A
'0511045539023,Mandla,Dlamlenze,Male,2005-11-04,19,Citizen,South Africa,96170284,N/A,N/A,N/A,N/A,N/A,siphesihle07@za.net,001-450-897-5842x86259,"5904 James Isitaladi, Paarl, 3945",uMgungundlovu,Mpumalanga,5388,Furniture designer,Zulu,N/A
'AS430682,Minenhle,Masango,Male,1990-02-12,35,Citizen,Nigeria,N4280349,Asylum Seeker Permit,2024-02-22,2026-02-21,ASP56741,Application Submitted,ecebekhulu@com.ng,+1-507-561-4009,"1448 Grey Ithafa, Uitenhage, 1476",Mbombela,North West,1183,Medical secretary,Zulu,19
'TV19977,Londisizwe,Sontuli,Female,1976-04-09,49,Citizen,Zimbabwe,ZI963397,Study Visa,2025-02-24,2026-04-26,VIS41098,N/A,thembekile04@zimbabwe.com,851-711-9696x624,"8903 Grey Umgwaqo, Kimberley, 1037",Mahikeng,Western Cape,1830,"Geologist, engineering",Zulu,16
'PR78395012,लीलावती,साहा,Female,1972-10-30,52,Citizen,India,90634110,Retirement Visa,2023-08-20,2033-08-17,PER94119,N/A,amlaagoyl@india.com,087-31617783,"400 पिल्लई, चंडीगढ 737964",भागलपुर,North West,558158,Animal technologist,Hindi,15
'8602214482091,Nomcebo,Mabhoko,Female,1986-02-21,39,Citizen,South Africa,61490628,N/A,N/A,N/A,N/A,N/A,siphesihlemalevu@co.za,(697)365-3421,"3188 Clarence Indawo, Witbank, 9621",uMgungundlovu,Free State,5863,Higher education lecturer,Zulu,N/A
'9309124165025,Zinhle,Masinga,Female,1993-09-12,32,Citizen,South Africa,28124233,N/A,N/A,N/A,N/A,N/A,nxasanasilondile@co.za,564.981.4000,"4946 Charles Isitaladi, Klerksdorp, 7506",Chatsworth,Western Cape,2169,Arts development officer,Zulu,N/A
'6212256995079,Luyanda,Mnangwe,Male,1962-12-25,62,Citizen,South Africa,22270130,N/A,N/A,N/A,N/A,N/A,nozizwe93@africa.com,3425109543,"50 High Isitaladi, Uitenhage, 2741",Klerksdorp,Free State,4155,"Surveyor, commercial/residential",Zulu,N/A
'7802141381054,Thandiwe,Wasendlunkulu,Female,1978-02-14,47,Temporary Visa,South Africa,20125069,N/A,N/A,N/A,N/A,N/A,rsishiya@za.net,(263)230-9643x998,"9660 Prince Umgwaqo, Rustenburg, 1016",Welkom,Eastern Cape,2405,Charity fundraiser,Zulu,N/A
'7505128682054,Thabani,Mabuya,Male,1975-05-12,50,Citizen,South Africa,81096974,N/A,N/A,N/A,N/A,N/A,minenhlensibande@za.net,365-813-8952x2900,"96 Main Indawo, Kathu, 8030",Paarl,Limpopo,9035,"Therapist, sports",Zulu,N/A
'PR37700464,Siyabonga,Mnguni,Male,2000-11-27,24,Citizen,Eswatini,82945469,Relative's Visa,2023-01-20,2033-01-17,PER17801,N/A,znzuza@com,(896)721-3917,"18 Joseph Ithafa, Klerksdorp, 4858",Thohoyandou,Northern Cape,3462,Quarry manager,Zulu,18
'6501142849017,Sihawukele,Khaba,Female,1965-01-14,60,Temporary Visa,South Africa,83877509,N/A,N/A,N/A,N/A,N/A,zenzile62@za.net,001-746-807-6012x10041,"58 Short Umgwaqo, Kathu, 4013",Randfontein,Limpopo,5430,Immunologist,Zulu,N/A
'PR48825441,Luyanda,Mveni,Male,1998-09-11,27,Citizen,Ethiopia,26437465,Relative's Visa,2024-04-29,2034-04-27,PER83640,N/A,shingathuthukile@com,+1-248-866-0034x105,"7729 Cecil Isitaladi, Newcastle, 3317",Kathu,Gauteng,9254,Company secretary,Zulu,6
'4601233318054,Nomusa,Goje,Female,1946-01-23,79,Permanent Resident,South Africa,19384211,N/A,N/A,N/A,N/A,N/A,hadebelondisizwe@co.za,(922)570-4642x253,"9093 Somerset Ithafa, Musina, 8186",Middelburg,Western Cape,6600,Petroleum engineer,Zulu,N/A
'5312094698067,Dumisani,Mahlaba,Female,1953-12-09,71,Citizen,South Africa,92143294,N/A,N/A,N/A,N/A,N/A,mshoba@africa.com,(458)981-5252x5696,"6674 High Indlela, Bethlehem, 7113",eGoli,Limpopo,3082,Air cabin crew,Zulu,N/A
'8305165199088,Thalente,Mbembe,Male,1983-05-16,42,Permanent Resident,South Africa,62177456,N/A,N/A,N/A,N/A,N/A,gugu34@za.net,+1-924-776-8131x852,"48 Elizabeth Indawo, Sasolburg, 6112",Polokwane,North West,9404,Control and instrumentation engineer,Zulu,N/A
'5703257050063,Musa,Nomndayi,Male,1957-03-25,68,Citizen,South Africa,79824100,N/A,N/A,N/A,N/A,N/A,nxelesimphiweyinkosi@za.net,6189818406,"69 Jan Smuts Indawo, Thohoyandou, 8996",uMgungundlovu,Eastern Cape,2178,Museum education officer,Zulu,N/A
'9107307407066,Thando,Nxasana,Male,1991-07-30,34,Citizen,South Africa,67962455,N/A,N/A,N/A,N/A,N/A,majokalungile@africa.com,760-848-7278,"923 Milner Indawo, eThekwini, 9769",Kimberley,Free State,5417,"Engineer, civil (contracting)",Zulu,N/A
'TV79232,Zacharie,Lagarde,Male,1995-07-19,30,Citizen,France,416575336,Business Visa,2024-10-29,2025-03-22,VIS28503,N/A,claudine64@france.com,02 22 39 82 14,"45, rue de Poulain, 86320 Marie",Bazin-sur-Germain,Eastern Cape,03498,responsable du service après-vente,French,18
'9612052797007,Olwethu,Gcwabe,Female,1996-12-05,28,Citizen,South Africa,44462867,N/A,N/A,N/A,N/A,N/A,thandeka97@co.za,(469)640-9891x5494,"3674 President Umgwaqo, eThekwini, 5022",Randfontein,Western Cape,9290,Music tutor,Zulu,N/A
'7510269736006,Andile,Mdotshana,Male,1975-10-26,49,Asylum Seeker,South Africa,98999764,N/A,N/A,N/A,N/A,N/A,mkhizebhekizizwe@africa.com,001-995-498-3155x22546,"173 High Indawo, Mbombela, 6050",Paarl,North West,7614,Printmaker,Zulu,N/A
'9607309770021,Njabulo,Dikane,Male,1996-07-30,29,Citizen,South Africa,63608370,N/A,N/A,N/A,N/A,N/A,egxabhashe@africa.com,828.967.7187,"534 James Umgwaqo, Polokwane, 7206",Welkom,KwaZulu-Natal,9990,Occupational therapist,Zulu,N/A
'4812315379007,Sibusiso,Mphahlwa,Male,1948-12-31,76,Citizen,South Africa,28715259,N/A,N/A,N/A,N/A,N/A,zenzelegabela@co.za,+1-796-467-7205x6738,"506 Nelson Mandela Indawo, Vanderbijlpark, 6012",Benoni,Mpumalanga,9189,Data scientist,Zulu,N/A
'PR89144691,Bhekani,Njapha,Male,1985-04-16,40,Citizen,Ethiopia,87923591,Critical Skills Visa,2024-03-29,2034-03-27,PER20471,N/A,dingilabandile@com,320.858.5840x23154,"72 Prince Indlela, Krugersdorp, 5624",Potchefstroom,Mpumalanga,3395,Health and safety inspector,Zulu,9
'0309260358046,Thuthukile,Shange,Female,2003-09-26,21,Citizen,South Africa,80627627,N/A,N/A,N/A,N/A,N/A,bgambu@za.net,+1-335-826-2183x236,"15 Paul Kruger Isitaladi, Klerksdorp, 1893",Potchefstroom,Eastern Cape,7338,"Surveyor, planning and development",Zulu,N/A
'AS774126,Silondile,Nodanga,Female,1999-06-30,26,Asylum Seeker,Kenya,K9973540,Asylum Seeker Permit,2024-07-25,2026-07-25,ASP11281,Interview Scheduled,busisiwemaphanga@co.ke,(486)378-7430x2288,"354 Cecil Indawo, Klerksdorp, 1682",Chatsworth,Eastern Cape,6449,"Therapist, art",Zulu,2
'PR19571472,浩,岳,Male,1972-12-23,52,Citizen,China,42445127,Relative's Visa,2024-08-20,2034-08-18,PER44174,N/A,yong14@china.com,13053533128,海南省涛县清城林路R座 628353,建华县,Mpumalanga,469401,房地产开发,Mandarin,11
'4507279613096,Lwandile,Siyeshe,Male,1945-07-27,80,Asylum Seeker,South Africa,65325112,N/A,N/A,N/A,N/A,N/A,phakathilondiwe@za.net,001-348-325-5520,"65 Commissioner Ithafa, Bethlehem, 8551",Krugersdorp,Western Cape,3365,Nature conservation officer,Zulu,N/A
'7312288260033,Siyabonga,Thabethe,Male,1973-12-28,51,Temporary Visa,South Africa,79976010,N/A,N/A,N/A,N/A,N/A,nozizwe33@za.net,869-778-5278x687,"21 Charles Indlela, eGoli, 6833",Vereeniging,Gauteng,3096,Charity fundraiser,Zulu,N/A
'5209080134078,Sithembiso,Mhlabandlovu,Female,1952-09-08,73,Permanent Resident,South Africa,70547249,N/A,N/A,N/A,N/A,N/A,xmgabhi@co.za,(473)359-2009x6052,"502 Milner Umgwaqo, Tembisa, 3791",Tembisa,Eastern Cape,1725,Magazine features editor,Zulu,N/A
'8307156059081,Jabulani,Thole,Male,1983-07-15,42,Permanent Resident,South Africa,80675950,N/A,N/A,N/A,N/A,N/A,mmshengu@za.net,694.895.5502x71050,"417 Joseph Indawo, Kathu, 9813",Mbombela,KwaZulu-Natal,1823,Food technologist,Zulu,N/A
'4605240543090,Thandiwe,Gubhuza,Female,1946-05-24,79,Citizen,South Africa,61491971,N/A,N/A,N/A,N/A,N/A,nhlekogugu@africa.com,+1-967-816-5901x4893,"9342 Elizabeth Indawo, Witbank, 2332",Stellenbosch,Western Cape,8227,Ship broker,Zulu,N/A
'9307288447063,Sandile,Mdaka,Male,1993-07-28,32,Temporary Visa,South Africa,31584564,N/A,N/A,N/A,N/A,N/A,njabulo03@africa.com,744.749.9740x2195,"59 Grey Indawo, Rustenburg, 6572",Chatsworth,Gauteng,8898,Telecommunications researcher,Zulu,N/A
'PR35562568,Thalente,Jiyane,Male,1979-03-02,46,Permanent Resident,Zambia,13035814,Retirement Visa,2025-04-25,2035-04-23,PER56084,N/A,lungileshangase@net,(709)992-9872x662,"104 George Indawo, eThekwini, 5652",uMgungundlovu,Northern Cape,7174,Geophysicist/field seismologist,Zulu,2
'PR28191768,Bhekokwakhe,Ndabansele,Female,2004-12-06,20,Permanent Resident,Tanzania,45034521,Critical Skills Visa,2025-07-07,2035-07-05,PER17128,N/A,sibonelomhlungu@net,(916)976-9709x88082,"81 Oxford Indlela, Krugersdorp, 2132",Vanderbijlpark,Northern Cape,8721,Secretary/administrator,Zulu,11
'6409168264098,Langalibalele,Chamane,Male,1964-09-16,60,Citizen,South Africa,18226959,N/A,N/A,N/A,N/A,N/A,nhlanhla77@africa.com,+1-491-721-6606x04584,"41 Joseph Indlela, Vanderbijlpark, 3338",Potchefstroom,KwaZulu-Natal,5829,"Biochemist, clinical",Zulu,N/A
'8705170238094,Nobuhle,Shoba,Female,1987-05-17,38,Citizen,South Africa,55511510,N/A,N/A,N/A,N/A,N/A,mkhungoluyanda@africa.com,+1-943-322-1778x112,"50 George Indlela, Soweto, 7346",Mbombela,KwaZulu-Natal,2712,Best boy,Zulu,N/A
'PR39861095,Gabrielle,Hamel,Female,1976-09-03,49,Temporary Visa,United States,545410419,Work Visa,2023-02-09,2033-02-06,PER76339,N/A,samsonsusan@com,+33 (0)5 08 26 53 02,"1, boulevard de Reynaud, 84309 Saint Matthieu",Imbert,Western Cape,72286,dépanneur en électroménager,French,11
'6906286826040,Vusumuzi,Ndimande,Male,1969-06-28,56,Citizen,South Africa,33675623,N/A,N/A,N/A,N/A,N/A,mshabangu@co.za,580.922.3707x690,"48 Voortrekker Ithafa, Bethlehem, 7631",Vanderbijlpark,Free State,3988,Research scientist (physical sciences),Zulu,N/A
'9401162334027,Nomathemba,Gebhezi,Female,1994-01-16,31,Asylum Seeker,South Africa,10106869,N/A,N/A,N/A,N/A,N/A,mntambosithembiso@co.za,327-273-4728,"259 Jan Smuts Umgwaqo, Chatsworth, 1016",Stellenbosch,Gauteng,6425,Research scientist (maths),Zulu,N/A
'9109020128097,Thembeka,Jili,Female,1991-09-02,34,Citizen,South Africa,84422887,N/A,N/A,N/A,N/A,N/A,londiwemshikela@za.net,353.747.3532x94372,"421 Queen Ithafa, Vereeniging, 2169",Witbank,Western Cape,1052,Sports coach,Zulu,N/A
'0311086145058,Zenzele,Ngwane,Male,2003-11-08,21,Permanent Resident,South Africa,82903745,N/A,N/A,N/A,N/A,N/A,myeninozibusiso@africa.com,+1-247-334-1856x891,"1572 Short Umgwaqo, uMgungundlovu, 1142",eGoli,Free State,2218,Agricultural engineer,Zulu,N/A
'PR61020292,Gugulethu,Gamede,Female,1991-03-21,34,Citizen,Eswatini,39892519,Retirement Visa,2023-09-10,2033-09-07,PER11521,N/A,wmbungela@net,001-321-241-4463,"5467 Cecil Indlela, Kimberley, 4762",uMgungundlovu,Northern Cape,7060,Civil Service administrator,Zulu,13
'5503203494047,Zinhle,Mathebula,Female,1955-03-20,70,Temporary Visa,South Africa,30160483,N/A,N/A,N/A,N/A,N/A,nsikhakhane@africa.com,+1-923-725-4413x01585,"5823 Smith Isitaladi, Paarl, 4694",Potchefstroom,Free State,6332,Special educational needs teacher,Zulu,N/A
'PR55624482,Nokulunga,Anele,Female,1983-08-16,42,Citizen,Somalia,54925982,Work Visa,2023-01-12,2033-01-09,PER41426,N/A,nonjabulo30@org,3804237694,"7679 Gandhi Isitaladi, Centurion, 1302",Mahikeng,Free State,7251,Consulting civil engineer,Zulu,13
'4709253354066,Sihawukele,Dlamini,Female,1947-09-25,77,Citizen,South Africa,90116720,N/A,N/A,N/A,N/A,N/A,mlangenithalente@za.net,+1-639-203-4356x9437,"795 Adelaide Indawo, eThekwini, 4489",Mbombela,Western Cape,9442,Geophysical data processor,Zulu,N/A
'9509186149063,Mthokozisi,Mdladla,Male,1995-09-18,29,Citizen,South Africa,72895524,N/A,N/A,N/A,N/A,N/A,silondile85@africa.com,312-842-2694x821,"422 Commissioner Isitaladi, Springs, 5808",Randfontein,Limpopo,9466,Financial trader,Zulu,N/A
'6203183917004,Thandazile,Jiyane,Female,1962-03-18,63,Asylum Seeker,South Africa,27209344,N/A,N/A,N/A,N/A,N/A,bhekizizwefihlela@co.za,(844)459-8508x60017,"24 Albertina Sisulu Ithafa, Kimberley, 7305",Musina,Free State,9345,Video editor,Zulu,N/A
'TV62919,Ella,Fiebig,Female,1980-03-07,45,Citizen,Germany,504302558,Business Visa,2023-11-17,2026-09-07,VIS99515,N/A,eberhardthahn@germany.com,00188356871,"Hans-Günther-Holsten-Allee 42-46, 34087 Hildburghausen",Rothenburg ob der Tauber,Eastern Cape,62716,Fachinformatiker,German,12
'0102058899059,Thalente,Ngiba,Male,2001-02-05,24,Asylum Seeker,South Africa,54843649,N/A,N/A,N/A,N/A,N/A,mkhonzanomagugu@co.za,(346)674-7285x858,"833 Somerset Indawo, iKapa, 5816",Kathu,North West,7033,Comptroller,Zulu,N/A
'PR21465247,Gugulethu,Chibini,Female,1973-09-13,52,Citizen,Kenya,K5059101,Work Visa,2022-09-29,2032-09-26,PER71851,N/A,sandilencongwane@kenya.com,4406249957,"835 Jan Smuts Indawo, Potchefstroom, 4112",Kimberley,Mpumalanga,1430,Claims inspector/assessor,Zulu,6
'7802105297097,Mthokozisi,Bele,Male,1978-02-10,47,Permanent Resident,South Africa,70521555,N/A,N/A,N/A,N/A,N/A,msibinobuhle@za.net,+1-256-205-5342x0753,"69 Voortrekker Ithafa, Polokwane, 8072",Chatsworth,Limpopo,3903,"Development worker, international aid",Zulu,N/A
'7507193803092,Thabisile,Hlengwa,Female,1975-07-19,50,Citizen,South Africa,34751944,N/A,N/A,N/A,N/A,N/A,mkhwananzizenzile@africa.com,+1-475-945-6371x5205,"9061 Thomas Ithafa, Rustenburg, 6358",George,Free State,6926,"Therapist, horticultural",Zulu,N/A
'PR43388785,Fabian,Seidel,Male,1997-11-19,27,Citizen,Germany,187476700,Critical Skills Visa,2024-04-19,2034-04-17,PER34324,N/A,langegrit@germany.com,+49(0)4875 557183,"Susanne-Seip-Weg 29-99, 21118 Calau",Querfurt,North West,39366,Artist,German,8
'6904159701076,Bandile,Andile,Male,1969-04-15,56,Temporary Visa,South Africa,77258201,N/A,N/A,N/A,N/A,N/A,tmthalane@za.net,(907)812-5726x761,"987 Milner Umgwaqo, Boksburg, 5794",Soweto,North West,2085,"Solicitor, Scotland",Zulu,N/A
'PR40972713,Sibusiso,Phungula,Male,1986-03-20,39,Temporary Visa,Zambia,93583585,Retirement Visa,2022-10-31,2032-10-28,PER15027,N/A,sphiwemsamkhulu@org,+1-559-410-7895x506,"2947 Milner Umgwaqo, Paarl, 4250",Bloemfontein,Northern Cape,5862,"Engineer, civil (contracting)",Zulu,12
'8003046890025,Siyabonga,Nhlanhlampofu,Male,1980-03-04,45,Citizen,South Africa,20791814,N/A,N/A,N/A,N/A,N/A,emkhumbuzi@co.za,001-392-608-9315x864,"281 Joseph Indawo, Krugersdorp, 3163",Bethlehem,North West,2394,Armed forces logistics/support/administrative officer,Zulu,N/A
'PR47832908,Guy,Devaux,Male,1976-03-18,49,Permanent Resident,Democratic Republic of Congo,34711718,Study Visa,2025-01-22,2035-01-20,PER32819,N/A,lucyde-oliveira@net,+33 (0)4 81 55 78 05,"479, chemin Henry, 88284 Sainte Olivie",Saint Nath,KwaZulu-Natal,08673,couvreur,French,5
'0409268328073,Siyabonga,Nzamela,Male,2004-09-26,20,Temporary Visa,South Africa,52344202,N/A,N/A,N/A,N/A,N/A,nomvula96@africa.com,755.758.2003x23712,"59 Milner Umgwaqo, Boksburg, 2708",eGoli,Eastern Cape,3342,Information systems manager,Zulu,N/A
'4103305668032,Mzamo,Ayize,Male,1941-03-30,84,Citizen,South Africa,43356241,N/A,N/A,N/A,N/A,N/A,gugu69@za.net,(421)731-5235x66902,"13 Long Isitaladi, Vanderbijlpark, 4825",Kathu,Limpopo,4699,Environmental education officer,Zulu,N/A
'8502014158055,Zakhele,Mafobo,Female,1985-02-01,40,Permanent Resident,South Africa,75258507,N/A,N/A,N/A,N/A,N/A,mntimandezenzile@africa.com,6437816391,"601 Thomas Indawo, Rustenburg, 6436",Potchefstroom,Gauteng,2468,"Psychologist, occupational",Zulu,N/A
'9202181070008,Mnqobi,Mseleku,Female,1992-02-18,33,Citizen,South Africa,51456291,N/A,N/A,N/A,N/A,N/A,dumisanimangena@co.za,263.797.6195,"7875 Oxford Indlela, Potchefstroom, 8582",Mahikeng,Limpopo,2837,Sports therapist,Zulu,N/A
'9711085815015,Thalente,Madide,Male,1997-11-08,27,Citizen,South Africa,48257589,N/A,N/A,N/A,N/A,N/A,ncalazenzile@za.net,287-962-7137,"40 Joseph Isitaladi, Soweto, 9529",Vanderbijlpark,Free State,6234,Minerals surveyor,Zulu,N/A
'TV26615,Dominik,Plath,Male,1997-10-17,27,Citizen,Germany,108155672,Relative's Visa,2025-06-05,2028-01-21,VIS35918,N/A,pspiess@germany.com,0477033647,"Stefania-Hande-Straße 8, 75480 Grafenau",Olpe,Mpumalanga,71190,Forstwirt,German,15
'9912295541066,Njabulo,Nsele,Male,1999-12-29,25,Citizen,South Africa,24626880,N/A,N/A,N/A,N/A,N/A,khaphelanomathalente@co.za,885-354-2783x979,"3244 Long Umgwaqo, Vanderbijlpark, 5431",Kathu,KwaZulu-Natal,3370,"Education officer, environmental",Zulu,N/A
'8204060013066,Gugu,Hhoyiyane,Female,1982-04-06,43,Citizen,South Africa,12615503,N/A,N/A,N/A,N/A,N/A,shabangulwandile@co.za,600.474.1095x373,"71 George Indlela, Mahikeng, 7727",Uitenhage,North West,4723,Immunologist,Zulu,N/A
'TV37882,想,张,Male,1980-10-19,44,Temporary Visa,China,19623564,Critical Skills Visa,2023-06-01,2024-08-03,VIS45683,N/A,cgong@com.cn,18575390037,辽宁省马鞍山市白云天津路p座 213571,辽阳县,Northern Cape,232352,中医科医生,Mandarin,19
'PR25894444,Auguste,Berthelot,Male,1986-04-22,39,Citizen,United Kingdom,608791027,Critical Skills Visa,2025-01-18,2035-01-16,PER24741,N/A,denis72@uk.com,+33 4 75 97 92 45,"20, avenue William Dos Santos, 88862 Jourdan",Joubert,North West,15847,mouleur-noyauteur,French,15
'8303042767079,Nokulunga,Bhovungana,Female,1983-03-04,42,Permanent Resident,South Africa,92155551,N/A,N/A,N/A,N/A,N/A,fhangala@africa.com,744-579-2460,"7358 Cecil Indlela, George, 2758",Kathu,KwaZulu-Natal,7448,Horticultural consultant,Zulu,N/A
'TV35116,Thembekile,Gedeza,Female,1994-05-17,31,Citizen,Zambia,62392128,Corporate Visa,2024-09-26,2026-07-18,VIS57100,N/A,dlabanesphiwe@net,875-548-9455,"425 James Indlela, Bloemfontein, 4716",Vanderbijlpark,North West,9569,"Journalist, newspaper",Zulu,16
