ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'TV22391,चण्ड,सरकार,Male,2000-10-08,24,Citizen,India,63671198,Study Visa,2023-10-25,2025-06-02,VIS72404,N/A,kdmgovindaa@india.com,+91 8439122113,"0 मेहता, खडगपुर 792145",करना,Northern Cape,924265,Civil Service administrator,Hindi,16
'PR79726685,Dumisani,Mthembu,Female,2002-02-15,23,Temporary Visa,Somalia,60004469,Relative's Visa,2022-10-29,2032-10-26,PER83994,N/A,mashiyanobuhle@net,365-352-7927x8077,"2190 Stanley Umgwaqo, iBhayi, 5869",Bethlehem,Gauteng,7068,"Presenter, broadcasting",Zulu,5
'8302047187046,Sibusiso,Mdotshana,Male,1983-02-04,42,Temporary Visa,South Africa,91444753,N/A,N/A,N/A,N/A,N/A,mashabanomusa@za.net,584.369.0632,"6961 Joseph Indlela, Bloemfontein, 3414",Kathu,Western Cape,3592,Homeopath,Zulu,N/A
'4710310637059,Sithembiso,Thusini,Female,1947-10-31,77,Citizen,South Africa,38348525,N/A,N/A,N/A,N/A,N/A,nomagugumavundla@africa.com,291.777.4937x722,"51 William Isitaladi, Centurion, 1620",Upington,Free State,2400,Actor,Zulu,N/A
'4906014099051,Busisiwe,Duma,Female,1949-06-01,76,Permanent Resident,South Africa,46961116,N/A,N/A,N/A,N/A,N/A,nozibusiso37@co.za,001-513-905-0193x0011,"9235 Commissioner Umgwaqo, Centurion, 4404",iBhayi,KwaZulu-Natal,5164,"Psychologist, occupational",Zulu,N/A
'4809060361085,Zenzile,Manzezulu,Female,1948-09-06,77,Citizen,South Africa,32319243,N/A,N/A,N/A,N/A,N/A,thabani91@co.za,3194265640,"166 Voortrekker Indawo, Benoni, 5947",iBhayi,Western Cape,5946,Dance movement psychotherapist,Zulu,N/A
'PR94613645,Nomvula,Sishi,Female,1972-07-12,53,Citizen,Somalia,99590100,Critical Skills Visa,2022-12-22,2032-12-19,PER77879,N/A,jsandanezwe@org,933.830.3380x86896,"684 Frere Ithafa, Soweto, 5779",Mahikeng,North West,9781,Charity officer,Zulu,6
'PR97655018,Nhlanhla,Dwala,Male,1997-05-24,28,Citizen,Kenya,K4564365,Business Visa,2024-10-16,2034-10-14,PER56968,N/A,smbembe@kenya.com,7956100748,"9744 Thomas Ithafa, Soweto, 7674",Kathu,Eastern Cape,7252,Police officer,Zulu,5
'9710026567007,Nhlanhla,Dindi,Male,1997-10-02,27,Citizen,South Africa,74435981,N/A,N/A,N/A,N/A,N/A,uhadebe@co.za,(699)330-5334x080,"8885 Paul Kruger Ithafa, Thohoyandou, 2977",Middelburg,Gauteng,6663,"Civil engineer, consulting",Zulu,N/A
'7707010242034,Thuthukile,Phakathi,Female,1977-07-01,48,Citizen,South Africa,91356125,N/A,N/A,N/A,N/A,N/A,mnqobi46@co.za,377.640.2507x22812,"27 Joseph Ithafa, Thohoyandou, 5137",George,Free State,2086,Theme park manager,Zulu,N/A
'0207259828033,Zenzele,Mhlongo,Male,2002-07-25,23,Citizen,South Africa,22447093,N/A,N/A,N/A,N/A,N/A,nomvulagatsheni@africa.com,351.509.3982,"4674 Paul Kruger Ithafa, Upington, 1644",Springs,Northern Cape,9073,Field trials officer,Zulu,N/A
'AS307175,Minenhle,Mkhumbuzi,Male,1983-02-10,42,Permanent Resident,Zambia,78367226,Asylum Seeker Permit,2023-01-31,2025-01-30,ASP57927,Appeal Pending,zenzele45@net,(736)362-6477,"2825 Walter Sisulu Isitaladi, Kathu, 2211",Bloemfontein,Mpumalanga,2923,Social worker,Zulu,20
'9208251277094,Zibuyile,Mkhatshwa,Female,1992-08-25,33,Citizen,South Africa,31010928,N/A,N/A,N/A,N/A,N/A,thembeka33@africa.com,+1-227-991-8845,"26 Nelson Mandela Indlela, George, 2155",Bloemfontein,Free State,1878,Theatre stage manager,Zulu,N/A
'PR28911357,Thandiwe,Bhovungana,Female,1975-01-13,50,Temporary Visa,Nigeria,N3706698,Study Visa,2025-06-04,2035-06-02,PER55006,N/A,sokhulugugu@com.ng,743-326-5975x71361,"201 York Ithafa, Mbombela, 4677",eGoli,Gauteng,8666,Sports coach,Zulu,14
'0309258168009,Mandla,Mashiya,Male,2003-09-25,21,Citizen,South Africa,37941006,N/A,N/A,N/A,N/A,N/A,dsoduba@za.net,727-649-0203,"39 Grey Indlela, Klerksdorp, 1294",eThekwini,Northern Cape,7150,Pensions consultant,Zulu,N/A
'9510117203076,Thabani,Ndlela,Male,1995-10-11,29,Citizen,South Africa,42006250,N/A,N/A,N/A,N/A,N/A,thabisilemthonti@za.net,231-962-3787x29652,"9093 Milner Isitaladi, Mahikeng, 3630",Springs,Limpopo,2130,Firefighter,Zulu,N/A
'PR66629107,Adélaïde,Dumas,Female,2001-12-05,23,Asylum Seeker,France,116953652,Business Visa,2024-11-12,2034-11-10,PER15279,N/A,oadam@france.com,02 69 61 32 92,"7, rue Joseph, 43232 Saint Inès",Denis,Eastern Cape,18753,palefrenier,French,0
'PR56013260,Njabulo,Makhanya,Male,1975-06-08,50,Citizen,Ethiopia,47115151,Retirement Visa,2024-07-27,2034-07-25,PER99995,N/A,jlembede@com,423.810.6309,"78 Grey Indawo, Paarl, 8934",iKapa,Northern Cape,2512,"Scientist, water quality",Zulu,19
'4609010729004,Nomthandazo,Dinabantu,Female,1946-09-01,79,Citizen,South Africa,13873488,N/A,N/A,N/A,N/A,N/A,thembilengubeni@za.net,+1-361-244-7490x92624,"1617 Stanley Indawo, iBhayi, 1950",Kathu,Western Cape,8718,Music tutor,Zulu,N/A
'PR43656119,Mcebisi,Amahle,Male,1972-09-06,53,Citizen,Ghana,G8486686,Retirement Visa,2024-11-28,2034-11-26,PER34341,N/A,tonjengenyamazane@ghana.com,747.658.1584x0247,"5233 Charles Isitaladi, Thohoyandou, 4313",Tembisa,North West,4392,Warehouse manager,Zulu,12
'0009142998033,Khanyisile,Ntenga,Female,2000-09-14,24,Citizen,South Africa,92638630,N/A,N/A,N/A,N/A,N/A,gmabanga@co.za,+1-819-686-0547x051,"5967 Charles Isitaladi, iKapa, 4183",Klerksdorp,Northern Cape,4817,Lawyer,Zulu,N/A
'9609299971032,Sphiwe,Hangala,Male,1996-09-29,28,Citizen,South Africa,42869232,N/A,N/A,N/A,N/A,N/A,mathibelazenzile@africa.com,001-602-521-5991x705,"47 Albertina Sisulu Isitaladi, Newcastle, 3203",Thohoyandou,North West,4178,Quantity surveyor,Zulu,N/A
'6204068746019,Langalibalele,Xhakaza,Male,1962-04-06,63,Citizen,South Africa,90431998,N/A,N/A,N/A,N/A,N/A,nkumanethabisile@za.net,680-230-3906x17117,"88 Prince Ithafa, Klerksdorp, 2831",Vanderbijlpark,Mpumalanga,4215,"Engineer, agricultural",Zulu,N/A
'TV68069,Bhekani,Blose,Male,1981-10-01,43,Citizen,Botswana,BO106296,Study Visa,2024-11-07,2025-04-04,VIS59751,N/A,bhekaninyandeni@org,001-525-704-7811x6630,"72 Paul Kruger Umgwaqo, Sasolburg, 1905",Potchefstroom,Mpumalanga,7386,Chief Marketing Officer,Zulu,2
'9507179498072,Mlungisi,Sithuli,Male,1995-07-17,30,Citizen,South Africa,80794811,N/A,N/A,N/A,N/A,N/A,vusumuzi31@co.za,6197572531,"84 Nelson Mandela Indawo, Paarl, 9507",uMgungundlovu,Eastern Cape,5295,Psychiatrist,Zulu,N/A
'TV95954,Maurice,Bourdon,Male,1990-02-25,35,Citizen,United Kingdom,884416862,Study Visa,2023-05-25,2024-11-07,VIS41715,N/A,amarchand@uk.com,+33 3 61 59 38 93,"33, boulevard de Langlois, 94823 PereiraVille",Morel,KwaZulu-Natal,08725,magistrat,French,18
'0004263132063,Silondile,Khaphela,Female,2000-04-26,25,Permanent Resident,South Africa,19489691,N/A,N/A,N/A,N/A,N/A,sfisombamali@co.za,(977)328-0931,"9210 Thomas Indlela, iKapa, 4353",Witbank,Eastern Cape,1334,"Engineer, manufacturing",Zulu,N/A
'9405071128032,Nonjabulo,Mlalazi,Female,1994-05-07,31,Citizen,South Africa,24805254,N/A,N/A,N/A,N/A,N/A,madizakhele@africa.com,473-924-5401,"24 Grey Isitaladi, Springs, 1059",Vanderbijlpark,Limpopo,4709,"Therapist, sports",Zulu,N/A
'6409261750011,Gugu,Cenge,Female,1964-09-26,60,Permanent Resident,South Africa,29869948,N/A,N/A,N/A,N/A,N/A,vgabadela@za.net,788.322.8635x217,"716 Stanley Indawo, Polokwane, 1205",Vereeniging,Eastern Cape,8226,Physiotherapist,Zulu,N/A
'6602179150026,Thando,Biyase,Male,1966-02-17,59,Citizen,South Africa,90094673,N/A,N/A,N/A,N/A,N/A,vdlodlo@za.net,+1-980-419-5410x0716,"98 Main Isitaladi, Polokwane, 4076",George,Eastern Cape,5387,"Engineer, mining",Zulu,N/A
'8908025876048,Musa,Nsibande,Male,1989-08-02,36,Citizen,South Africa,28877777,N/A,N/A,N/A,N/A,N/A,sishibhekokwakhe@za.net,712-647-8165,"3878 Paul Kruger Isitaladi, eGoli, 9071",iKapa,Gauteng,9789,Counsellor,Zulu,N/A
'TV88106,Nathalie,Vallet,Female,1990-10-30,34,Permanent Resident,Democratic Republic of Congo,15697385,Critical Skills Visa,2025-03-14,2026-05-07,VIS61810,N/A,marcelle21@com,0536044647,"14, rue Weiss, 95600 Lagarde",Ferrand,Eastern Cape,16701,responsable des ressources humaines,French,8
'PR41248017,Julien,Renault,Male,1971-10-21,53,Citizen,United Kingdom,936313516,Business Visa,2022-09-24,2032-09-21,PER79902,N/A,rossicelina@uk.com,03 80 04 36 56,"276, boulevard de Martel, 20995 Micheldan",Huet-sur-Mer,Limpopo,79986,chef d'exploitation des remontées mécaniques,French,13
'8212073176066,Zenzile,Shoba,Female,1982-12-07,42,Citizen,South Africa,76267845,N/A,N/A,N/A,N/A,N/A,gugusonqandile@africa.com,303.982.0760,"18 Edward Indlela, iBhayi, 7334",Boksburg,Limpopo,6420,Psychotherapist,Zulu,N/A
'0204194731092,Thembisile,Mathibela,Female,2002-04-19,23,Citizen,South Africa,14997421,N/A,N/A,N/A,N/A,N/A,zenzile20@co.za,(924)528-7126x30206,"75 William Ithafa, Welkom, 7363",eGoli,KwaZulu-Natal,3121,Immigration officer,Zulu,N/A
'5701028122001,Sibusiso,Nkwanyana,Male,1957-01-02,68,Citizen,South Africa,25709448,N/A,N/A,N/A,N/A,N/A,nomasonto18@za.net,862-224-5890x3529,"6010 Albertina Sisulu Indlela, Musina, 8620",Sasolburg,Eastern Cape,9632,"Programme researcher, broadcasting/film/video",Zulu,N/A
'AS906558,Frédéric,Maréchal,Male,1978-01-04,47,Citizen,United States,940319435,Asylum Seeker Permit,2025-02-07,2027-02-07,ASP73803,Application Submitted,zacharie28@us.com,+33 (0)3 28 53 87 68,"31, rue Pichon, 45895 Texier",Saint Maurice-sur-Mer,Gauteng,93528,ingénieur en électronique numérique,French,10
'9111100586041,Bhekizizwe,Kweyama,Female,1991-11-10,33,Citizen,South Africa,67454014,N/A,N/A,N/A,N/A,N/A,zenzelemathaba@co.za,4539257197,"980 Charles Isitaladi, Musina, 1517",Welkom,Limpopo,9208,Counselling psychologist,Zulu,N/A
'8403140855052,Dumisile,Shibase,Female,1984-03-14,41,Citizen,South Africa,26298038,N/A,N/A,N/A,N/A,N/A,mlalanenonhlanhla@co.za,570-653-3494,"510 Milner Umgwaqo, Soweto, 7792",Mbombela,Free State,3734,Print production planner,Zulu,N/A
'TV21812,Nathalie,Valentin,Female,1978-07-08,47,Permanent Resident,United Kingdom,528379149,Corporate Visa,2022-12-06,2024-05-29,VIS14133,N/A,antoinette04@uk.com,02 36 15 38 24,"48, avenue Legendre, 83728 Laine-sur-Marchal",Saint Honorédan,Mpumalanga,80462,technicien de maintenance industrielle,French,16
'PR37365763,S'fiso,Khabalidaka,Male,1998-06-14,27,Temporary Visa,Lesotho,40633015,Business Visa,2023-10-12,2033-10-09,PER74843,N/A,nomathembathabethe@com,374.963.6186x762,"3194 Short Indawo, Benoni, 9173",Boksburg,Gauteng,2224,Field trials officer,Zulu,9
'PR95571262,强,石,Male,1997-02-03,28,Citizen,China,62048583,Work Visa,2024-04-07,2034-04-05,PER47487,N/A,xiulanma@com.cn,14501547190,北京市春梅市翔安长沙街t座 684489,琳县,Free State,842671,营业部大堂经理,Mandarin,16
'5606180383075,Nomathemba,Khanyile,Female,1956-06-18,69,Permanent Resident,South Africa,30265270,N/A,N/A,N/A,N/A,N/A,sithembisocwalile@za.net,717-634-2352x15009,"6328 Napier Umgwaqo, Bethlehem, 7905",Upington,Gauteng,1535,Electrical engineer,Zulu,N/A
'4309145339093,Thalente,Shoba,Male,1943-09-14,81,Citizen,South Africa,15539903,N/A,N/A,N/A,N/A,N/A,nomalanga94@co.za,303-243-2363,"855 Oxford Isitaladi, Thohoyandou, 9977",Soweto,Limpopo,8351,Forest/woodland manager,Zulu,N/A
'7503084815060,Nomasonto,Phuthini,Female,1975-03-08,50,Citizen,South Africa,39413274,N/A,N/A,N/A,N/A,N/A,mathulamusa@za.net,+1-983-319-2258x8635,"6895 Oxford Indawo, iKapa, 4673",uMgungundlovu,KwaZulu-Natal,2936,Newspaper journalist,Zulu,N/A
'4404127419073,Thalente,Ngwekazi,Male,1944-04-12,81,Citizen,South Africa,17062966,N/A,N/A,N/A,N/A,N/A,udinwa@co.za,(880)478-2909x4478,"768 Charles Isitaladi, Rustenburg, 8554",Vereeniging,KwaZulu-Natal,1793,Primary school teacher,Zulu,N/A
'4010167148058,Jabulani,Mathwasa,Male,1940-10-16,84,Temporary Visa,South Africa,50734041,N/A,N/A,N/A,N/A,N/A,bhekani50@co.za,001-311-337-7861x615,"760 President Indawo, Vereeniging, 5754",Musina,Free State,8995,Medical laboratory scientific officer,Zulu,N/A
'PR25234210,Nomalanga,Mjadu,Female,2005-04-19,20,Asylum Seeker,Malawi,11638987,Study Visa,2022-10-04,2032-10-01,PER60344,N/A,londisizwe72@net,001-955-522-5433,"370 Commissioner Ithafa, Klerksdorp, 2918",Newcastle,Gauteng,2334,"Education officer, museum",Zulu,7
'AS596558,Bhekokwakhe,Gcaba,Female,2005-02-23,20,Citizen,Ethiopia,95701006,Asylum Seeker Permit,2023-11-23,2025-11-22,ASP50528,Under Review,sibongilegwija@com,+1-342-801-7175,"48 Church Indawo, Polokwane, 4924",Kimberley,Gauteng,1006,Tourism officer,Zulu,9
'5610220115055,Nozizwe,Gubeshe,Female,1956-10-22,68,Permanent Resident,South Africa,44749450,N/A,N/A,N/A,N/A,N/A,cmcoyi@africa.com,7894282815,"450 Frere Indlela, Paarl, 9688",Polokwane,Free State,3322,Radio producer,Zulu,N/A
'6501313135090,Zinhle,Fanisa,Female,1965-01-31,60,Citizen,South Africa,57477433,N/A,N/A,N/A,N/A,N/A,londiwemamba@africa.com,001-763-373-6021x6776,"750 Charles Indawo, Tembisa, 3237",Kimberley,North West,5610,"Programmer, multimedia",Zulu,N/A
'TV81878,Nozibusiso,Mngomezulu,Female,1973-01-09,52,Citizen,Botswana,BO272571,Critical Skills Visa,2023-03-12,2024-07-21,VIS87323,N/A,gabelanobuhle@com,435.889.8275x69977,"35 Prince Umgwaqo, Krugersdorp, 4307",Stellenbosch,Gauteng,2058,Catering manager,Zulu,6
'6708013762079,Nomcebo,Fihlela,Female,1967-08-01,58,Citizen,South Africa,80602804,N/A,N/A,N/A,N/A,N/A,bdukada@za.net,469-717-4437x90840,"458 Voortrekker Umgwaqo, uMgungundlovu, 1016",Tembisa,North West,6783,Chief Strategy Officer,Zulu,N/A
'8312143895025,Gugulethu,Langa,Female,1983-12-14,41,Temporary Visa,South Africa,89794925,N/A,N/A,N/A,N/A,N/A,sibisisibusiso@co.za,623-628-4039x89158,"28 Edward Umgwaqo, Thohoyandou, 6968",Newcastle,Limpopo,9043,Learning mentor,Zulu,N/A
'5402027195044,Vusumuzi,Nhlapho,Male,1954-02-02,71,Permanent Resident,South Africa,23304268,N/A,N/A,N/A,N/A,N/A,sibusisomanqele@za.net,+1-428-977-7488x7468,"786 Voortrekker Indlela, Centurion, 7027",Krugersdorp,Limpopo,8791,Higher education careers adviser,Zulu,N/A
'7601137481032,Thalente,Ndabezitha,Male,1976-01-13,49,Asylum Seeker,South Africa,67453977,N/A,N/A,N/A,N/A,N/A,madinanezinhle@africa.com,001-403-386-4484,"186 Prince Indawo, Randfontein, 2033",eThekwini,Eastern Cape,4680,Licensed conveyancer,Zulu,N/A
'TV86632,पल्लव,मिस्त्री,Male,1986-04-10,39,Citizen,India,74294173,Relative's Visa,2023-09-01,2026-07-16,VIS31106,N/A,mohiniipaattil@india.com,+91 8548491936,"78/697 भटनागर, सभापतिने-983356",जिससेबेलारी,Northern Cape,982513,Event organiser,Hindi,16
'TV46770,Sibonelo,Ngubane,Male,1997-07-23,28,Citizen,Tanzania,26511884,Study Visa,2023-10-19,2026-05-06,VIS58338,N/A,ntakaandile@net,001-702-467-1583x46845,"25 West Indlela, Tembisa, 9406",Potchefstroom,Gauteng,5063,"Radiographer, diagnostic",Zulu,18
'5805286706064,Sphiwe,Nzima,Male,1958-05-28,67,Citizen,South Africa,82445960,N/A,N/A,N/A,N/A,N/A,thuthukile24@za.net,001-238-387-9392x554,"11 Albertina Sisulu Isitaladi, Potchefstroom, 6336",Benoni,Eastern Cape,2075,"Administrator, charities/voluntary organisations",Zulu,N/A
'PR26961699,Luyanda,Msweli,Male,1976-04-03,49,Permanent Resident,Ghana,G3812855,Corporate Visa,2022-10-04,2032-10-01,PER59473,N/A,qvezi@ghana.com,+1-999-740-9222,"173 William Isitaladi, Thohoyandou, 3477",iKapa,Limpopo,3550,Television camera operator,Zulu,1
'0110015086063,Njabulo,Khonjwayo,Male,2001-10-01,23,Permanent Resident,South Africa,11677284,N/A,N/A,N/A,N/A,N/A,thembilephoseka@co.za,+1-980-926-6628x870,"2748 Jan Smuts Indawo, uMgungundlovu, 4553",Mahikeng,North West,2624,Medical illustrator,Zulu,N/A
'0502067899021,Thabani,Madlanduna,Male,2005-02-06,20,Citizen,South Africa,27524433,N/A,N/A,N/A,N/A,N/A,langalibalele26@co.za,6465872504,"281 Smith Isitaladi, eThekwini, 6885",Bloemfontein,Gauteng,8916,Airline pilot,Zulu,N/A
'9707293769048,Zenzile,Dlakadla,Female,1997-07-29,28,Temporary Visa,South Africa,14477727,N/A,N/A,N/A,N/A,N/A,simphiwe63@za.net,406.327.6425x68676,"464 Adelaide Ithafa, Mbombela, 4956",Klerksdorp,Mpumalanga,7238,Civil Service administrator,Zulu,N/A
'7704239062018,S'fiso,Shangase,Male,1977-04-23,48,Citizen,South Africa,56194474,N/A,N/A,N/A,N/A,N/A,tgasela@co.za,444-591-8507,"9184 Adelaide Isitaladi, Kimberley, 6290",Mahikeng,Eastern Cape,9905,"Research officer, political party",Zulu,N/A
'TV35314,Thalente,Mageba,Female,1971-07-10,54,Permanent Resident,Ethiopia,92538752,Corporate Visa,2024-11-27,2027-09-03,VIS97688,N/A,ndlangamandlathabani@com,001-817-390-7686x88317,"67 Queen Indawo, Mbombela, 4136",Kimberley,Northern Cape,1679,"Solicitor, Scotland",Zulu,6
'9405032325067,Thabisa,Nzimase,Female,1994-05-03,31,Citizen,South Africa,76952423,N/A,N/A,N/A,N/A,N/A,zenzele48@za.net,001-485-558-2281,"228 Smith Isitaladi, Boksburg, 5977",uMgungundlovu,KwaZulu-Natal,9193,Community pharmacist,Zulu,N/A
'PR37041867,Édith,Goncalves,Female,2004-10-15,20,Citizen,United States,997248909,Retirement Visa,2025-05-25,2035-05-23,PER19979,N/A,lemoinemartine@us.com,+33 (0)3 24 22 68 45,"8, boulevard de Laine, 57525 Bouchet",MenardVille,North West,14347,designer sonore,French,17
'TV93706,Ndumiso,Nyanda,Female,1978-11-02,46,Citizen,Lesotho,73352562,Critical Skills Visa,2024-04-22,2026-08-22,VIS67119,N/A,fmkhumbuzi@com,+1-841-560-3902x0825,"64 Churchill Ithafa, Springs, 4516",Klerksdorp,Northern Cape,6168,Call centre manager,Zulu,17
'AS888017,Nobantu,Vabaza,Female,1997-04-04,28,Citizen,Ethiopia,39277205,Asylum Seeker Permit,2022-11-11,2024-11-10,ASP67583,Under Review,ngcolosithabisile@com,603-284-2049,"35 Smith Ithafa, iBhayi, 1045",Upington,Gauteng,3577,Interior and spatial designer,Zulu,13
'PR41575506,Julie,Tanguy,Female,1979-02-27,46,Permanent Resident,United Kingdom,536819080,Work Visa,2023-03-24,2033-03-21,PER21259,N/A,lucy80@uk.com,+33 3 76 57 40 68,"67, rue Benoît Dupuy, 42969 Raymond",Roger,Northern Cape,18435,chargé de veille législative et réglementaire,French,11
'0302099188083,Nhlanhla,Mngomezulu,Male,2003-02-09,22,Citizen,South Africa,69948853,N/A,N/A,N/A,N/A,N/A,cbiyela@za.net,+1-956-453-0650x546,"41 Cecil Indawo, iKapa, 4000",Benoni,Free State,6515,Minerals surveyor,Zulu,N/A
'0010281720020,Thandazile,Nyawokhulu,Female,2000-10-28,24,Temporary Visa,South Africa,88469648,N/A,N/A,N/A,N/A,N/A,omawewe@africa.com,(644)652-2373x0119,"51 Stanley Indlela, Bloemfontein, 1441",Uitenhage,Limpopo,9737,"Librarian, academic",Zulu,N/A
'AS986088,Luyanda,Khaphela,Male,1994-03-13,31,Citizen,Kenya,K8849910,Asylum Seeker Permit,2024-05-14,2026-05-14,ASP55231,Rejected,nozibusiso47@co.ke,(733)990-7007x21496,"3811 Oxford Indawo, Krugersdorp, 1330",Benoni,Free State,3281,Physiological scientist,Zulu,20
'PR61497296,玉英,张,Female,1996-08-09,29,Citizen,China,20860582,Study Visa,2023-02-15,2033-02-12,PER75718,N/A,vxiang@com.cn,13652822244,湖北省银川县蓟州六盘水路M座 791992,银川市,Eastern Cape,962995,汽车检验/检测,Mandarin,17
'4006250224009,Nobuhle,Nsindane,Female,1940-06-25,85,Permanent Resident,South Africa,12703791,N/A,N/A,N/A,N/A,N/A,sibonelo85@co.za,(239)669-1759,"984 Edward Umgwaqo, Vanderbijlpark, 5362",uMgungundlovu,Western Cape,2164,Psychotherapist,Zulu,N/A
'9408168495073,Sphiwe,Ndonga,Male,1994-08-16,31,Citizen,South Africa,77333949,N/A,N/A,N/A,N/A,N/A,nkwakhanomathemba@za.net,374-776-2617,"2519 William Indawo, Polokwane, 7434",Upington,Mpumalanga,2888,Structural engineer,Zulu,N/A
'TV70580,Eduard,Fischer,Male,1972-06-21,53,Citizen,Germany,796745231,Critical Skills Visa,2024-03-11,2025-06-09,VIS16403,N/A,carl-heinzlinke@germany.com,06918 089904,"Birnbaumweg 6, 96693 Beeskow",Schwäbisch Gmünd,Gauteng,14182,Mechaniker,German,14
'TV46137,凤英,黄,Female,2000-09-08,25,Permanent Resident,China,81863498,Study Visa,2025-07-12,2027-03-25,VIS36487,N/A,lujuan@com.cn,13902784574,内蒙古自治区佳县花溪北镇路v座 697230,荆门县,North West,326702,报关与报检,Mandarin,6
'5405089631066,Thalente,Mcanco,Male,1954-05-08,71,Citizen,South Africa,29995331,N/A,N/A,N/A,N/A,N/A,sibongile75@co.za,9664699032,"636 Cecil Umgwaqo, Polokwane, 9283",Vereeniging,North West,1177,Arts administrator,Zulu,N/A
'7207290756092,Zinhle,Gwanyana,Female,1972-07-29,53,Citizen,South Africa,81607768,N/A,N/A,N/A,N/A,N/A,nobantu23@za.net,001-250-298-0356x66015,"7032 Short Umgwaqo, eGoli, 5813",Kathu,Limpopo,8674,"Engineer, maintenance (IT)",Zulu,N/A
'4301089773079,Njabulo,Bele,Male,1943-01-08,82,Citizen,South Africa,96953383,N/A,N/A,N/A,N/A,N/A,zakhele69@co.za,(422)523-6554,"52 Nelson Mandela Indlela, Vanderbijlpark, 2113",Welkom,Mpumalanga,6896,"Scientist, product/process development",Zulu,N/A
'PR23279173,Musa,Maphalala,Male,1981-04-19,44,Citizen,Ghana,G6589698,Relative's Visa,2022-11-16,2032-11-13,PER69216,N/A,ndlanyathabisa@ghana.com,+1-786-649-9284x08112,"1909 Main Isitaladi, Stellenbosch, 7202",Vanderbijlpark,Gauteng,1749,Actor,Zulu,17
'8508091614078,Nomusa,Goje,Female,1985-08-09,40,Citizen,South Africa,92756028,N/A,N/A,N/A,N/A,N/A,mcwayegugulethu@africa.com,001-242-512-5242x6421,"7023 Smith Indawo, Polokwane, 9620",Klerksdorp,Eastern Cape,6992,"Surveyor, mining",Zulu,N/A
'5702163422047,Gugulethu,Mkholo,Female,1957-02-16,68,Citizen,South Africa,16667158,N/A,N/A,N/A,N/A,N/A,onyawokhulu@za.net,296-383-9124x13734,"4119 Main Isitaladi, Welkom, 9183",Stellenbosch,KwaZulu-Natal,2885,"Sound technician, broadcasting/film/video",Zulu,N/A
'PR61762212,帅,牛,Male,1975-12-14,49,Citizen,China,72289681,Business Visa,2024-08-16,2034-08-14,PER19673,N/A,xiuyingzhou@china.com,15539521056,北京市桂芳县高坪李街b座 586477,勇县,Eastern Cape,581975,西班牙语翻译,Mandarin,1
'4904198250014,SimphiweyiNkosi,Tukane,Male,1949-04-19,76,Permanent Resident,South Africa,18517751,N/A,N/A,N/A,N/A,N/A,mzizibhekokwakhe@co.za,+1-202-420-1156x6227,"902 Queen Ithafa, Springs, 4987",Bloemfontein,North West,9474,"Teacher, special educational needs",Zulu,N/A
'8912020671037,Thembisile,Mabaso,Female,1989-12-02,35,Citizen,South Africa,43347155,N/A,N/A,N/A,N/A,N/A,bhekizizwe80@za.net,236-460-5685x4085,"9576 Frere Ithafa, Uitenhage, 2236",Bloemfontein,Eastern Cape,5301,Chief Marketing Officer,Zulu,N/A
'PR75719019,Guillaume,Courtois,Male,1970-12-22,54,Citizen,United Kingdom,213110310,Study Visa,2023-07-20,2033-07-17,PER23551,N/A,moulinmichele@uk.com,+33 (0)2 41 43 90 13,"avenue Gabriel Leclercq, 70277 Wagner",Hoareau,KwaZulu-Natal,74222,"ingénieur fluides, énergies, réseaux, environnement",French,9
'PR42607660,Maggie,Descamps,Female,1990-10-19,34,Citizen,France,811405871,Work Visa,2025-04-17,2035-04-15,PER14189,N/A,philippine54@france.com,+33 (0)3 25 11 69 82,"83, chemin de Poulain, 45106 Cohen",Lefèvre,Western Cape,90985,encadreur,French,20
'7011013210043,Silondile,Chonco,Female,1970-11-01,54,Citizen,South Africa,72740570,N/A,N/A,N/A,N/A,N/A,zmagononde@za.net,313-427-1719,"390 George Ithafa, Middelburg, 3673",Uitenhage,Free State,9431,Tax inspector,Zulu,N/A
'4405115006072,Bhekani,Shabane,Male,1944-05-11,81,Citizen,South Africa,28090415,N/A,N/A,N/A,N/A,N/A,thembekanhlabathi@co.za,(940)846-7224x30898,"3326 Victoria Indawo, eThekwini, 7970",Thohoyandou,Mpumalanga,8798,"Scientist, marine",Zulu,N/A
'6304233362096,Dumisile,Maphalala,Female,1963-04-23,62,Citizen,South Africa,34817154,N/A,N/A,N/A,N/A,N/A,nomvulandosi@co.za,229.750.5656x1323,"2546 Churchill Isitaladi, Springs, 5169",Randfontein,Eastern Cape,6900,Archaeologist,Zulu,N/A
'TV69494,Rémy,Bernier,Male,2003-11-05,21,Permanent Resident,France,352516735,Critical Skills Visa,2025-03-14,2026-01-17,VIS77692,N/A,helene13@france.com,0579407746,"61, chemin Germain, 53625 Letellier",Dufour,KwaZulu-Natal,97345,concepteur-rédacteur,French,8
