ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Biometric Score,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'9404268238008,S'fiso,Dlambula,Male,1994-04-26,31,Permanent Resident,South Africa,87545924,N/A,N/A,N/A,N/A,N/A,0.7,hncanana@co.za,+1-997-551-7233x0181,"122 Walter Sisulu Umgwaqo, Stellenbosch, 9095",Bloemfontein,Mpumalanga,8521,Illustrator,Zulu,N/A
'9712081010081,Khanyisile,Gama,Female,1997-12-08,27,Citizen,South Africa,85590884,N/A,N/A,N/A,N/A,N/A,0.81,hngwenya@co.za,001-481-485-7106x251,"150 Stanley Indawo, Vereeniging, 5891",iBhayi,Mpumalanga,8307,Chartered certified accountant,Zulu,N/A
'5508079813095,Mzamo,Dlebenkomo,Male,1955-08-07,70,Citizen,South Africa,27631672,N/A,N/A,N/A,N/A,N/A,0.89,mbotholondiwe@africa.com,464.345.7095,"14 Short Isitaladi, Boksburg, 4039",Newcastle,Eastern Cape,5786,Counsellor,Zulu,N/A
'0307106158017,Minenhle,Maphindela,Male,2003-07-10,22,Citizen,South Africa,60586368,N/A,N/A,N/A,N/A,N/A,0.72,zakheledimbane@za.net,571-210-7770,"2668 Joseph Indlela, Thohoyandou, 5497",iKapa,North West,8042,"Psychologist, forensic",Zulu,N/A
'8311033437088,Nomusa,Mapholoba,Female,1983-11-03,41,Citizen,South Africa,94007688,N/A,N/A,N/A,N/A,N/A,0.84,mzamomjoli@co.za,+1-743-816-6241x010,"3785 Prince Ithafa, Tembisa, 7116",Chatsworth,Limpopo,9266,Hydrographic surveyor,Zulu,N/A
'9211024888083,Thembekile,Mbekwa,Female,1992-11-02,32,Citizen,South Africa,79828926,N/A,N/A,N/A,N/A,N/A,0.77,gsikhunyana@co.za,(561)245-6458,"346 Jan Smuts Indawo, eThekwini, 5328",Randfontein,Gauteng,2145,Games developer,Zulu,N/A
'AS288890,Musa,Mbatha,Male,1990-03-25,35,Citizen,Tanzania,77887982,Asylum Seeker Permit,2023-09-17,2025-09-16,ASP72742,Application Submitted,0.54,silondile61@org,335.842.8847x5774,"267 James Umgwaqo, Benoni, 6915",Vanderbijlpark,Limpopo,6401,Hydrologist,Zulu,8
'7111282254047,Zibuyile,Bukhosini,Female,1971-11-28,53,Citizen,South Africa,91189690,N/A,N/A,N/A,N/A,N/A,0.81,bhejelibomvusphiwe@co.za,358-502-8026x7593,"7998 Jan Smuts Indlela, Polokwane, 3196",Musina,North West,7487,"Surveyor, rural practice",Zulu,N/A
'6012298381061,S'fiso,Dladla,Male,1960-12-29,64,Citizen,South Africa,92582071,N/A,N/A,N/A,N/A,N/A,0.92,lungile73@africa.com,(839)354-0464,"871 Short Umgwaqo, Rustenburg, 9762",eGoli,North West,2428,Press photographer,Zulu,N/A
'TV92679,निशा,सेनगुप्ता,Female,2001-05-10,24,Citizen,India,86347524,Corporate Visa,2024-08-29,2025-11-29,VIS44871,N/A,0.54,wduttaa@india.com,+91 877 9096384,"55 बलदेव बलासुब्रमानियम, देवगढ़ 017572",विस्तारण,Limpopo,500401,Media buyer,Hindi,17
'9704072266073,Nomagugu,Mkhokeleleki,Female,1997-04-07,28,Citizen,South Africa,78953708,N/A,N/A,N/A,N/A,N/A,0.94,udinangwe@za.net,6993851748,"7320 Grey Ithafa, Klerksdorp, 2588",Bloemfontein,Limpopo,3485,"Production designer, theatre/television/film",Zulu,N/A
'PR95008762,Nomthandazo,Mgabadeli,Female,1979-10-09,45,Permanent Resident,Eswatini,59243125,Corporate Visa,2023-11-18,2033-11-15,PER28012,N/A,0.76,thandazileyengwayo@net,(460)456-8407x5258,"605 Adelaide Indawo, Klerksdorp, 6157",Tembisa,Gauteng,6423,Corporate treasurer,Zulu,17
'PR69715716,Claire,Marques,Female,1999-01-21,26,Citizen,United States,594819781,Study Visa,2025-07-19,2035-07-17,PER39436,N/A,0.89,aimedenis@com,+33 1 43 44 34 69,"20, boulevard Nathalie Dupont, 97441 Valette",Loiseau,North West,77739,ingénieur biomédical biomédicale,French,4
'7511053953060,Nomcebo,Khosini,Female,1975-11-05,49,Permanent Resident,South Africa,80943491,N/A,N/A,N/A,N/A,N/A,0.93,fmbanjwa@africa.com,540.950.6279x0664,"1325 Victoria Indlela, Welkom, 6447",Kimberley,Free State,9584,Rural practice surveyor,Zulu,N/A
'PR78089485,Minenhle,Mncwabe,Male,1986-07-22,39,Permanent Resident,Eswatini,24720298,Business Visa,2023-12-06,2033-12-03,PER14243,N/A,0.79,mgaselasfiso@org,001-861-510-1761,"65 Voortrekker Umgwaqo, iKapa, 4155",iBhayi,Limpopo,9352,Biomedical scientist,Zulu,15
'TV74400,Luyanda,Mkhithi,Male,1985-01-05,40,Citizen,Zimbabwe,ZI745752,Relative's Visa,2024-11-02,2026-06-25,VIS64249,N/A,0.66,nomusamawewe@zimbabwe.com,650.537.0315x3267,"5718 York Umgwaqo, Centurion, 5183",Randfontein,Eastern Cape,7611,Furniture designer,Zulu,7
'AS483369,Luc,Raymond,Male,1984-08-30,41,Asylum Seeker,United States,170137853,Asylum Seeker Permit,2024-05-29,2026-05-29,ASP14910,Under Review,0.52,valentinegimenez@us.com,03 52 16 16 67,"34, boulevard Bouvet, 85638 Sainte Théodore-sur-Mer",Joseph,Western Cape,24643,généalogiste,French,0
'5603011723088,Bhekokwakhe,Mfusi,Female,1956-03-01,69,Asylum Seeker,South Africa,79621292,N/A,N/A,N/A,N/A,N/A,0.78,ximbathuthukile@africa.com,001-302-352-1667x0747,"996 Prince Ithafa, Chatsworth, 5362",uMgungundlovu,KwaZulu-Natal,3371,Emergency planning/management officer,Zulu,N/A
'TV55289,Thalente,Mkhumbuzi,Female,1971-10-18,53,Citizen,Malawi,33233056,Business Visa,2022-11-17,2025-01-14,VIS55878,N/A,0.76,dmakhaza@net,+1-340-316-3021x33601,"876 Stanley Indawo, Kimberley, 4731",Mahikeng,Northern Cape,6034,Actuary,Zulu,4
'0204309266046,Luyanda,Mgabhi,Male,2002-04-30,23,Citizen,South Africa,82665331,N/A,N/A,N/A,N/A,N/A,0.99,lmsindazwe@za.net,+1-633-379-0510x635,"28 Grey Indlela, Uitenhage, 3967",Thohoyandou,Gauteng,1975,"Teacher, special educational needs",Zulu,N/A
'4901124748039,Thabisa,Mabika,Female,1949-01-12,76,Citizen,South Africa,65108580,N/A,N/A,N/A,N/A,N/A,0.78,nomathembanyawokhulu@za.net,607-682-7019x297,"52 Jan Smuts Ithafa, Welkom, 8137",Middelburg,KwaZulu-Natal,4012,Financial adviser,Zulu,N/A
'7507098555077,Lungile,Mpanza,Male,1975-07-09,50,Citizen,South Africa,20524255,N/A,N/A,N/A,N/A,N/A,1.0,nomathembagebashe@za.net,+1-689-931-7703x80703,"3520 Milner Ithafa, Potchefstroom, 7602",Centurion,Gauteng,5979,Records manager,Zulu,N/A
'9707104581043,Londiwe,Shoyisa,Female,1997-07-10,28,Citizen,South Africa,39812796,N/A,N/A,N/A,N/A,N/A,0.77,pgotsholo@africa.com,+1-631-586-7856x9457,"3552 Long Isitaladi, Tembisa, 5764",Bethlehem,Limpopo,1724,Building services engineer,Zulu,N/A
'8412121663064,Bhekizizwe,Manyoni,Female,1984-12-12,40,Citizen,South Africa,34834012,N/A,N/A,N/A,N/A,N/A,0.79,kmaluleka@co.za,(732)264-1120,"8549 Commissioner Umgwaqo, Tembisa, 6696",George,Eastern Cape,5351,Quality manager,Zulu,N/A
'7508114060020,Nobuhle,Bele,Female,1975-08-11,50,Citizen,South Africa,32577729,N/A,N/A,N/A,N/A,N/A,1.0,dndinisa@za.net,001-545-704-7917x5148,"417 Somerset Ithafa, Mbombela, 7082",Thohoyandou,Free State,2589,Hydrologist,Zulu,N/A
'TV32401,Mcebisi,Caluza,Male,1994-12-18,30,Citizen,Eswatini,92291316,Relative's Visa,2025-06-27,2026-12-13,VIS82815,N/A,0.8,vusumuzi30@com,(801)466-6456,"393 York Umgwaqo, Springs, 1839",Chatsworth,Western Cape,7303,International aid/development worker,Zulu,17
'7104296478003,Jabulani,Bikwayo,Male,1971-04-29,54,Permanent Resident,South Africa,35952340,N/A,N/A,N/A,N/A,N/A,0.84,khabalidakamandla@co.za,+1-913-224-7060,"943 Rivonia Ithafa, Thohoyandou, 9908",Uitenhage,Free State,4242,Commissioning editor,Zulu,N/A
'7207055697097,Langalibalele,Mahlase,Male,1972-07-05,53,Citizen,South Africa,74055218,N/A,N/A,N/A,N/A,N/A,0.78,dimbaneandile@za.net,460-229-0764x7627,"711 Oxford Indawo, Witbank, 9249",Thohoyandou,Free State,8432,Chemical engineer,Zulu,N/A
'6008069550033,Thabani,Mwandla,Male,1960-08-06,65,Citizen,South Africa,16082616,N/A,N/A,N/A,N/A,N/A,0.85,mnguniolwethu@africa.com,584-607-8905x637,"15 Paul Kruger Indawo, Musina, 5134",iBhayi,Limpopo,6427,Sales executive,Zulu,N/A
'0310083977064,Zinhle,Kheswa,Female,2003-10-08,21,Permanent Resident,South Africa,19226790,N/A,N/A,N/A,N/A,N/A,0.81,sibonelothenjwayo@za.net,(901)542-1470x055,"2803 King Indlela, Sasolburg, 1071",Polokwane,Western Cape,5276,Bonds trader,Zulu,N/A
'5505074797061,Thembile,Gotsholo,Female,1955-05-07,70,Citizen,South Africa,56711486,N/A,N/A,N/A,N/A,N/A,0.7,khathinithandazile@za.net,794.366.4848x983,"291 Napier Isitaladi, Welkom, 1171",George,KwaZulu-Natal,3658,Sports development officer,Zulu,N/A
'5001165341001,Andile,Songiya,Male,1950-01-16,75,Citizen,South Africa,48167096,N/A,N/A,N/A,N/A,N/A,0.8,cgcwabe@co.za,(671)710-3152,"168 High Umgwaqo, Soweto, 9946",Paarl,Northern Cape,2618,"Engineer, electrical",Zulu,N/A
'6507263840034,Sihawukele,Dlungwana,Female,1965-07-26,60,Temporary Visa,South Africa,59752653,N/A,N/A,N/A,N/A,N/A,0.76,kubhekanomasonto@za.net,961.421.8068x454,"919 High Indawo, Paarl, 5237",Upington,Eastern Cape,3303,Sales executive,Zulu,N/A
'TV91866,Marie,Peron,Female,2005-07-07,20,Citizen,France,408978359,Relative's Visa,2023-07-12,2025-01-10,VIS43278,N/A,0.6,meunierpaul@france.com,+33 3 70 39 77 00,"rue Duval, 30333 Mariedan",Foucherdan,Limpopo,97383,chargé de production,French,10
'9903239929016,Sibusiso,Mdonswa,Male,1999-03-23,26,Permanent Resident,South Africa,85667712,N/A,N/A,N/A,N/A,N/A,0.76,phungulajabulani@co.za,(378)771-6551,"646 Long Ithafa, Stellenbosch, 9590",Upington,Free State,1703,Hospital pharmacist,Zulu,N/A
'4202182454075,Thabisile,Nomndayi,Female,1942-02-18,83,Citizen,South Africa,71667147,N/A,N/A,N/A,N/A,N/A,0.9,sibongile32@africa.com,646-808-0395x326,"72 Jan Smuts Umgwaqo, Vanderbijlpark, 9792",uMgungundlovu,KwaZulu-Natal,7314,"Education officer, community",Zulu,N/A
'8412236234049,Mthokozisi,Duze,Male,1984-12-23,40,Citizen,South Africa,81006775,N/A,N/A,N/A,N/A,N/A,0.97,khanyezanjabulo@africa.com,248.634.3358x430,"26 West Ithafa, Bethlehem, 3496",Kathu,Gauteng,9696,Recruitment consultant,Zulu,N/A
'6409050580022,Nokulunga,Mondise,Female,1964-09-05,61,Citizen,South Africa,72031887,N/A,N/A,N/A,N/A,N/A,0.96,thuthukilegagashe@co.za,286-870-1328,"127 Voortrekker Indlela, Vereeniging, 5655",Paarl,Limpopo,4890,Toxicologist,Zulu,N/A
'4605086098016,Lungile,Gwanyana,Male,1946-05-08,79,Temporary Visa,South Africa,96883707,N/A,N/A,N/A,N/A,N/A,0.7,silondilexala@za.net,(397)532-0048x208,"521 West Umgwaqo, Bloemfontein, 8085",Musina,Eastern Cape,8187,Theatre stage manager,Zulu,N/A
'TV79573,Mthokozisi,Dlomo,Male,1985-09-19,40,Citizen,Ethiopia,88357990,Work Visa,2022-10-26,2023-07-31,VIS35868,N/A,0.9,mawewethabisile@org,001-862-522-7370x22804,"2051 York Ithafa, Witbank, 6002",Newcastle,Free State,4575,Probation officer,Zulu,1
'7706286478045,Njabulo,Msani,Male,1977-06-28,48,Citizen,South Africa,34928398,N/A,N/A,N/A,N/A,N/A,0.74,magolwanajabulani@za.net,001-549-747-2938,"52 Oxford Isitaladi, Mahikeng, 7651",Centurion,KwaZulu-Natal,1270,Visual merchandiser,Zulu,N/A
'5302145181037,Bhekani,Mashasha,Male,1953-02-14,72,Permanent Resident,South Africa,27191974,N/A,N/A,N/A,N/A,N/A,0.99,jiyanemzamo@za.net,+1-891-773-1837,"6818 President Isitaladi, Kimberley, 1050",eThekwini,Mpumalanga,8557,"Journalist, broadcasting",Zulu,N/A
'4912042708085,Nobuhle,Ndonga,Female,1949-12-04,75,Permanent Resident,South Africa,88141698,N/A,N/A,N/A,N/A,N/A,0.87,ncusizibuyile@africa.com,+1-374-808-5718x2979,"3550 Main Isitaladi, Stellenbosch, 3005",iBhayi,Northern Cape,5052,Volunteer coordinator,Zulu,N/A
'PR56782730,Langalibalele,Tiba,Male,1999-08-08,26,Citizen,Ethiopia,96921189,Business Visa,2024-01-06,2034-01-03,PER78331,N/A,0.87,musathembela@org,(629)893-9042x829,"86 Prince Indlela, Middelburg, 1346",Bethlehem,Gauteng,5681,Chief of Staff,Zulu,2
'PR43468758,莹,丛,Female,1992-05-13,33,Citizen,China,99447251,Retirement Visa,2023-02-07,2033-02-04,PER47658,N/A,0.9,jzeng@china.com,13487226666,湖南省丽县魏都黄路h座 262740,雪县,North West,553407,党工团干事,Mandarin,13
'5502214194017,Ndumiso,Mbungela,Female,1955-02-21,70,Asylum Seeker,South Africa,68866358,N/A,N/A,N/A,N/A,N/A,0.91,thandekamboyisa@za.net,3138329863,"5063 Somerset Indlela, Randfontein, 7258",Rustenburg,Mpumalanga,9748,Trade mark attorney,Zulu,N/A
'0004042217008,Nothando,Njapha,Female,2000-04-04,25,Temporary Visa,South Africa,35837846,N/A,N/A,N/A,N/A,N/A,0.82,mtshalibandile@za.net,001-866-218-4904x863,"4717 Adelaide Ithafa, Kathu, 3739",Vereeniging,Eastern Cape,1594,"Scientist, product/process development",Zulu,N/A
'8101114508018,Bhekokwakhe,Maphanga,Female,1981-01-11,44,Asylum Seeker,South Africa,14103991,N/A,N/A,N/A,N/A,N/A,0.8,mbonanethabisa@africa.com,001-695-923-4266x9162,"30 Edward Ithafa, Mahikeng, 6213",Bloemfontein,Northern Cape,5591,Fish farm manager,Zulu,N/A
'TV53638,Njabulo,Nonduma,Male,1970-08-01,55,Citizen,Somalia,30328574,Relative's Visa,2025-02-21,2026-07-12,VIS56959,N/A,0.8,mbhelebhekizizwe@com,929.798.3907,"84 Long Indawo, iBhayi, 4901",Musina,Eastern Cape,9377,Sports coach,Zulu,13
'9412161031070,Thandazile,Mnisi,Female,1994-12-16,30,Citizen,South Africa,26680871,N/A,N/A,N/A,N/A,N/A,0.97,tgina@co.za,876.573.4489x5278,"1912 Voortrekker Umgwaqo, Polokwane, 9609",Benoni,Eastern Cape,4100,"Doctor, hospital",Zulu,N/A
'0011123695036,Zakhele,Fenya,Female,2000-11-12,24,Permanent Resident,South Africa,36820136,N/A,N/A,N/A,N/A,N/A,0.95,mandla12@za.net,001-813-351-1684x17881,"596 Rivonia Umgwaqo, Benoni, 5174",Benoni,Western Cape,7084,Fashion designer,Zulu,N/A
'8308143558039,Thembeka,Mkhokeleleki,Female,1983-08-14,42,Asylum Seeker,South Africa,38214534,N/A,N/A,N/A,N/A,N/A,0.82,nkazimulo60@za.net,(922)346-6542,"469 George Indawo, Klerksdorp, 5472",Potchefstroom,Free State,3959,Oceanographer,Zulu,N/A
'TV84984,Zinhle,Mehloluhlaza,Female,2000-01-30,25,Permanent Resident,Nigeria,N2259572,Work Visa,2023-11-29,2026-07-09,VIS94374,N/A,0.52,thalente52@nigeria.com,+1-556-602-6653x3828,"753 York Ithafa, Potchefstroom, 8121",Mbombela,Free State,1610,Microbiologist,Zulu,6
'TV46126,Amélie,Carpentier,Female,1975-07-07,50,Citizen,Democratic Republic of Congo,54192690,Relative's Visa,2023-10-07,2025-07-01,VIS53001,N/A,0.61,fdavid@com,03 63 32 49 73,"76, avenue de Vallet, 28936 Saint Nathalie-sur-Mer",Lejeune,Western Cape,41499,glaciologue,French,5
'4006271622075,Gugu,Gumbi,Female,1940-06-27,85,Citizen,South Africa,46515602,N/A,N/A,N/A,N/A,N/A,0.94,nonjabulomagutshwa@za.net,559.962.0454x49123,"413 Edward Ithafa, Vanderbijlpark, 9020",Sasolburg,KwaZulu-Natal,9218,Chief Technology Officer,Zulu,N/A
'TV20716,辉,王,Male,2000-12-25,24,Permanent Resident,China,95041687,Study Visa,2024-08-25,2026-06-04,VIS53362,N/A,0.82,haoqiang@china.com,18186850892,云南省杰市清浦李路G座 787304,成都市,Mpumalanga,683452,机修工,Mandarin,9
'7603127417068,Sphiwe,Bhebhe,Male,1976-03-12,49,Permanent Resident,South Africa,94033491,N/A,N/A,N/A,N/A,N/A,0.8,bandilemngoma@co.za,(264)828-4293x827,"711 Stanley Isitaladi, eGoli, 3856",Springs,Gauteng,5037,Commercial/residential surveyor,Zulu,N/A
'4505027533010,Musa,Gwacela,Male,1945-05-02,80,Citizen,South Africa,86734676,N/A,N/A,N/A,N/A,N/A,0.75,nozizwe07@za.net,7057910956,"8156 Prince Isitaladi, Bethlehem, 9768",Chatsworth,North West,9287,Video editor,Zulu,N/A
'5901133190094,Londisizwe,Gcwabe,Female,1959-01-13,66,Citizen,South Africa,48707196,N/A,N/A,N/A,N/A,N/A,0.75,sphiwenzimase@za.net,445.339.8714,"45 Cecil Indawo, Bloemfontein, 9633",Krugersdorp,KwaZulu-Natal,9795,Minerals surveyor,Zulu,N/A
'7301282090070,Dumisile,Nkwaliyenkosi,Female,1973-01-28,52,Citizen,South Africa,18648601,N/A,N/A,N/A,N/A,N/A,0.98,sihawukelemanzezulu@za.net,8518544128,"5203 Grey Umgwaqo, Middelburg, 1249",Tembisa,Northern Cape,5988,"Investment banker, corporate",Zulu,N/A
'7001183202042,Nomathalente,Cenge,Female,1970-01-18,55,Permanent Resident,South Africa,13029553,N/A,N/A,N/A,N/A,N/A,0.91,wasendlunkulunoxolo@africa.com,001-894-459-9913x1475,"8847 Victoria Indawo, Sasolburg, 3643",Boksburg,KwaZulu-Natal,9815,Manufacturing systems engineer,Zulu,N/A
'4602163534081,Thuthukile,Nzimande,Female,1946-02-16,79,Citizen,South Africa,82001487,N/A,N/A,N/A,N/A,N/A,0.99,wluvuno@co.za,001-914-968-6578x3180,"60 Paul Kruger Ithafa, Rustenburg, 6549",uMgungundlovu,Free State,6412,Armed forces logistics/support/administrative officer,Zulu,N/A
'AS289039,Mthokozisi,Mangethe,Male,1992-03-13,33,Citizen,Malawi,51214344,Asylum Seeker Permit,2023-09-27,2025-09-26,ASP76615,Under Review,0.51,tholendumiso@org,(952)592-4446x416,"11 Somerset Indawo, Randfontein, 6526",Mbombela,Limpopo,3914,Call centre manager,Zulu,18
'AS345438,Bhekokwakhe,Gasela,Female,2002-04-30,23,Citizen,Zimbabwe,ZI842659,Asylum Seeker Permit,2024-11-02,2026-11-02,ASP93959,Application Submitted,0.4,vjamasijadu@zimbabwe.com,889.464.6164x81549,"4451 High Umgwaqo, Bethlehem, 2885",Stellenbosch,Gauteng,7992,Tax adviser,Zulu,9
'7408100972084,Thabisile,Langa,Female,1974-08-10,51,Citizen,South Africa,89410763,N/A,N/A,N/A,N/A,N/A,0.82,amahlevabaza@za.net,001-651-496-1548x547,"937 Somerset Umgwaqo, Stellenbosch, 2363",Sasolburg,Western Cape,6636,Financial controller,Zulu,N/A
'5012303865012,Nobantu,Msuthu,Female,1950-12-30,74,Citizen,South Africa,16633184,N/A,N/A,N/A,N/A,N/A,0.78,siphesihlengwane@co.za,+1-406-790-2769x63873,"9116 Queen Isitaladi, Newcastle, 4093",Chatsworth,Gauteng,4569,"Presenter, broadcasting",Zulu,N/A
'8809194788053,Siphesihle,Lembede,Female,1988-09-19,37,Citizen,South Africa,50683851,N/A,N/A,N/A,N/A,N/A,0.92,zibuyile44@za.net,678.488.8815,"6666 Frere Umgwaqo, Krugersdorp, 4953",Paarl,KwaZulu-Natal,3681,Education administrator,Zulu,N/A
'PR45151831,बलदेव,प्रधान,Male,1973-06-26,52,Citizen,India,31821659,Work Visa,2025-01-13,2035-01-11,PER62554,N/A,0.82,smehtaa@co.in,+91 237 8627897,"60/64 लता अरोरा, अनन्तपुर 947634",अनन्तपुर,North West,301114,"Librarian, academic",Hindi,19
'4309294777043,Nozibusiso,Fihlela,Female,1943-09-29,82,Citizen,South Africa,54964834,N/A,N/A,N/A,N/A,N/A,0.8,nozibusiso32@za.net,001-730-440-2680x392,"24 Smith Ithafa, Benoni, 3157",Springs,Free State,2886,Animal technologist,Zulu,N/A
'TV74461,Mcebisi,Phungula,Male,1985-06-15,40,Citizen,Somalia,78569081,Study Visa,2024-08-20,2026-10-22,VIS18918,N/A,0.72,thalente46@net,519.956.4522,"721 Victoria Isitaladi, Mbombela, 2425",Musina,Limpopo,6406,Therapeutic radiographer,Zulu,16
'7010282126092,Zakhele,Mhlanya,Female,1970-10-28,54,Citizen,South Africa,70796779,N/A,N/A,N/A,N/A,N/A,0.83,qmbuyazi@za.net,4237881518,"528 William Isitaladi, Newcastle, 1790",Chatsworth,Gauteng,5811,Product manager,Zulu,N/A
'8007100944089,Sihawukele,Msomi,Female,1980-07-10,45,Permanent Resident,South Africa,83176364,N/A,N/A,N/A,N/A,N/A,0.73,luyanda15@co.za,(944)715-6221x720,"694 Churchill Indawo, Witbank, 1103",Springs,Mpumalanga,4921,Geochemist,Zulu,N/A
'5602091340044,Nomalanga,Mboko,Female,1956-02-09,69,Citizen,South Africa,64952730,N/A,N/A,N/A,N/A,N/A,0.9,imadonsela@africa.com,001-444-593-6135x1832,"9724 Grey Umgwaqo, Bloemfontein, 8490",Upington,North West,4570,Medical technical officer,Zulu,N/A
'5308279326087,Zenzele,Ngcamu,Male,1953-08-27,72,Citizen,South Africa,94543777,N/A,N/A,N/A,N/A,N/A,0.74,owethu84@co.za,001-267-404-7112x644,"7000 Adelaide Umgwaqo, Potchefstroom, 4663",Paarl,Northern Cape,6090,"Doctor, general practice",Zulu,N/A
'4610106136082,Njabulo,Mhlabandlovu,Male,1946-10-10,78,Citizen,South Africa,70531686,N/A,N/A,N/A,N/A,N/A,0.88,mathebelaamahle@za.net,+1-863-305-3929x947,"16 Napier Umgwaqo, Welkom, 3631",Benoni,KwaZulu-Natal,2987,Dancer,Zulu,N/A
'5511239349098,Siyabonga,Dladla,Male,1955-11-23,69,Temporary Visa,South Africa,91598068,N/A,N/A,N/A,N/A,N/A,0.94,dshabangu@co.za,4599394056,"545 Short Indlela, Chatsworth, 3406",Middelburg,KwaZulu-Natal,2820,Legal secretary,Zulu,N/A
'5801045543091,S'fiso,Hlengwa,Male,1958-01-04,67,Citizen,South Africa,36862804,N/A,N/A,N/A,N/A,N/A,0.8,bhekani60@co.za,5045977641,"97 Paul Kruger Indawo, Centurion, 6591",Soweto,Gauteng,3280,Statistician,Zulu,N/A
'AS115207,Nkazimulo,Mzomba,Female,2003-01-15,22,Temporary Visa,Zimbabwe,ZI333126,Asylum Seeker Permit,2023-02-09,2025-02-08,ASP60359,Appeal Pending,0.74,zmadlanduna@zimbabwe.com,348.394.5879x4459,"1535 Albertina Sisulu Indawo, Thohoyandou, 9272",uMgungundlovu,Mpumalanga,7604,Magazine features editor,Zulu,18
'PR43699013,Thandazile,Mahlaba,Female,1973-08-05,52,Permanent Resident,Zambia,54025736,Corporate Visa,2023-09-17,2033-09-14,PER36106,N/A,0.74,mayisejabulani@org,+1-523-374-3535x7977,"6947 Smith Ithafa, Paarl, 9702",eThekwini,Gauteng,1582,"Surveyor, minerals",Zulu,11
'8001110091078,Nqobizitha,Mzoneli,Female,1980-01-11,45,Permanent Resident,South Africa,53263201,N/A,N/A,N/A,N/A,N/A,0.81,nqobizithambunjwa@co.za,4355813565,"3988 George Umgwaqo, Witbank, 8821",Klerksdorp,Northern Cape,1475,Multimedia specialist,Zulu,N/A
'4804074872095,Thembisile,Mdunge,Female,1948-04-07,77,Temporary Visa,South Africa,50619657,N/A,N/A,N/A,N/A,N/A,0.71,thabani03@co.za,521.502.3251x5876,"252 Grey Indlela, Bethlehem, 2675",Musina,Free State,6271,Interpreter,Zulu,N/A
'5603116676004,Musa,Doncabe,Male,1956-03-11,69,Citizen,South Africa,27040699,N/A,N/A,N/A,N/A,N/A,1.0,thandekajama@za.net,001-693-765-8881,"2009 James Ithafa, uMgungundlovu, 3497",Soweto,Free State,4482,"Scientist, audiological",Zulu,N/A
'7004166343007,Luyanda,Mondise,Male,1970-04-16,55,Permanent Resident,South Africa,84616053,N/A,N/A,N/A,N/A,N/A,0.74,mnqobi63@za.net,+1-415-888-5069x0549,"90 West Indawo, Stellenbosch, 7694",Musina,Free State,5013,Passenger transport manager,Zulu,N/A
'TV80951,Lungile,Hlela,Male,1994-07-01,31,Citizen,Zambia,64402279,Critical Skills Visa,2023-11-25,2025-08-09,VIS89565,N/A,0.57,mandlakhemsimang@com,6568119625,"3976 Short Umgwaqo, Stellenbosch, 7450",Paarl,North West,7429,Agricultural consultant,Zulu,15
'9009136590025,Bhekani,Gcaleka,Male,1990-09-13,35,Permanent Resident,South Africa,66053477,N/A,N/A,N/A,N/A,N/A,0.85,mfihlela@africa.com,420.971.9205x669,"696 Church Indlela, Witbank, 9162",Vanderbijlpark,Eastern Cape,1419,Local government officer,Zulu,N/A
'PR95434191,Antoinette,Renard,Female,2003-01-29,22,Citizen,United Kingdom,768922633,Critical Skills Visa,2022-12-18,2032-12-15,PER27241,N/A,0.94,laureroussel@co.uk,+33 2 21 91 92 27,"52, rue Olivie Auger, 72201 Rousseaudan",Evrard,Western Cape,59280,assistant dentaire,French,0
'PR19449329,Mandla,Mangede,Male,2005-02-25,20,Citizen,Lesotho,39626315,Work Visa,2024-02-13,2034-02-10,PER26727,N/A,0.74,slakaza@com,323-546-2077,"5170 Commissioner Isitaladi, Musina, 8615",Rustenburg,KwaZulu-Natal,4236,"Producer, television/film/video",Zulu,14
'5803121545036,Thalente,Lwandle,Female,1958-03-12,67,Citizen,South Africa,14136353,N/A,N/A,N/A,N/A,N/A,0.8,xshozi@africa.com,+1-508-989-2208x67517,"979 Edward Ithafa, Benoni, 2126",Mbombela,Gauteng,9139,Toxicologist,Zulu,N/A
'9410212440030,Nokulunga,Sangwani,Female,1994-10-21,30,Citizen,South Africa,30305383,N/A,N/A,N/A,N/A,N/A,0.75,mphahlwasibusisiwe@co.za,+1-770-290-6691x3743,"8409 Stanley Isitaladi, Chatsworth, 8095",Rustenburg,Eastern Cape,9892,Data processing manager,Zulu,N/A
'PR77208312,Friedo,Junk,Male,2004-11-15,20,Citizen,Germany,402236781,Study Visa,2023-10-26,2033-10-23,PER79973,N/A,0.79,putzandree@de,(02143) 34077,"Iwona-Thanel-Straße 2-8, 40968 Stadtroda",Eisenach,Free State,09797,Fachinformatiker,German,15
'4201256857079,Langalibalele,Phingoshe,Male,1942-01-25,83,Citizen,South Africa,10190469,N/A,N/A,N/A,N/A,N/A,0.74,gduma@africa.com,+1-374-221-3710x053,"411 Main Ithafa, Benoni, 4914",Mbombela,Mpumalanga,9705,Curator,Zulu,N/A
