ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Biometric Score,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'PR41642709,Minenhle,Shabalala,Male,2005-05-18,20,Citizen,Zimbabwe,ZI540763,Work Visa,2024-10-18,2034-10-16,PER13211,N/A,0.61,mntungwasfiso@zimbabwe.com,734-674-3941x786,"517 Stanley Umgwaqo, Randfontein, 3085",Bethlehem,Mpumalanga,1504,Speech and language therapist,Zulu,8
'6701215666097,Mlungisi,Biyela,Male,1967-01-21,58,Citizen,South Africa,64685040,N/A,N/A,N/A,N/A,N/A,0.75,thalenteyengwayo@africa.com,+1-796-756-5295,"488 Grey Indlela, Witbank, 9498",Rustenburg,Mpumalanga,9672,Environmental education officer,Zulu,N/A
'9307277903069,Mcebisi,Gwala,Male,1993-07-27,32,Citizen,South Africa,48978497,N/A,N/A,N/A,N/A,N/A,0.9,vncala@co.za,649-964-6457x404,"416 Long Isitaladi, Krugersdorp, 7107",Centurion,Northern Cape,6993,Travel agency manager,Zulu,N/A
'7407171478044,Thandeka,Ngiba,Female,1974-07-17,51,Citizen,South Africa,57535751,N/A,N/A,N/A,N/A,N/A,0.84,thalente48@za.net,672.383.7577,"8381 Church Indawo, Middelburg, 3304",eGoli,Western Cape,6877,Product/process development scientist,Zulu,N/A
'4611220701023,Zakhele,Mzukase,Female,1946-11-22,78,Citizen,South Africa,64761280,N/A,N/A,N/A,N/A,N/A,0.75,gugulethu97@africa.com,671-689-6622,"877 Commissioner Umgwaqo, Krugersdorp, 5330",Benoni,Eastern Cape,1058,Training and development officer,Zulu,N/A
'5501018760041,Mlungisi,Mdonswa,Male,1955-01-01,70,Citizen,South Africa,59800238,N/A,N/A,N/A,N/A,N/A,0.91,mlungisinhleko@co.za,269-810-3425x378,"1555 Commissioner Ithafa, Mahikeng, 4891",Uitenhage,Mpumalanga,7873,Technical sales engineer,Zulu,N/A
'4303046610098,Lungile,Mkholo,Male,1943-03-04,82,Temporary Visa,South Africa,48164591,N/A,N/A,N/A,N/A,N/A,0.88,thuthukilethabethe@africa.com,900.848.5761x3033,"1953 Stanley Umgwaqo, uMgungundlovu, 7487",Uitenhage,Free State,4513,Facilities manager,Zulu,N/A
'4008267935096,Thando,Mlalazi,Male,1940-08-26,85,Citizen,South Africa,62821568,N/A,N/A,N/A,N/A,N/A,0.95,noxolo72@africa.com,+1-401-699-0738x5564,"3293 Gandhi Ithafa, Kathu, 7366",Kathu,Mpumalanga,8557,"Conservator, museum/gallery",Zulu,N/A
'6411154462067,Sithembiso,Ndaba,Female,1964-11-15,60,Citizen,South Africa,55142039,N/A,N/A,N/A,N/A,N/A,0.7,gugumakhathini@co.za,793.634.9846x275,"5995 Smith Indawo, eGoli, 4464",Musina,Limpopo,5407,Video editor,Zulu,N/A
'5003023661054,Nomcebo,Maphanga,Female,1950-03-02,75,Citizen,South Africa,69130196,N/A,N/A,N/A,N/A,N/A,0.71,nokulungahlatshwayo@za.net,772.292.8765x9931,"4295 Joseph Indlela, Klerksdorp, 5314",Mahikeng,Free State,8515,"Therapist, nutritional",Zulu,N/A
'5801146123045,Sandile,Mdluli,Male,1958-01-14,67,Temporary Visa,South Africa,89401711,N/A,N/A,N/A,N/A,N/A,0.88,mabuzathalente@za.net,(833)390-9015x02598,"67 Elizabeth Umgwaqo, Polokwane, 6351",Vanderbijlpark,Eastern Cape,1264,Information officer,Zulu,N/A
'PR85443847,Helena,Rocha,Female,1990-12-10,34,Citizen,Mozambique,MO658429,Corporate Visa,2023-04-27,2033-04-24,PER46132,N/A,0.95,marquesnelson@co.mz,924 971 816,"Travessa Francisco Ribeiro, 166, 7887-430 Rio Tinto",Reguengos de Monsaraz,Free State,6295-016,Técnico de telecomunicações,Portuguese,8
'9510043578057,Gugu,Mtshali,Female,1995-10-04,30,Citizen,South Africa,45461850,N/A,N/A,N/A,N/A,N/A,0.9,shangethuthukile@za.net,(559)437-1694x9223,"24 High Umgwaqo, Welkom, 8375",Vanderbijlpark,Western Cape,7798,Chiropodist,Zulu,N/A
'AS304025,Alex,Joly,Female,1970-11-26,54,Citizen,Democratic Republic of Congo,82972127,Asylum Seeker Permit,2022-12-01,2024-11-30,ASP34507,Under Review,0.35,nathhernandez@org,0531213067,"44, rue Pineau, 71207 Delmas-les-Bains",Baudry,Northern Cape,23278,acheteur d'espaces publicitaires,French,20
'0410246977074,Lwandile,Sandanezwe,Male,2004-10-24,20,Citizen,South Africa,79762253,N/A,N/A,N/A,N/A,N/A,0.73,nqobizitha03@za.net,471.348.0455x0726,"764 Commissioner Indawo, Kathu, 9822",iBhayi,Mpumalanga,9140,Dancer,Zulu,N/A
'7003257487007,Lwandile,Thabizolo,Male,1970-03-25,55,Citizen,South Africa,14841218,N/A,N/A,N/A,N/A,N/A,0.8,thabanishabane@za.net,+1-228-543-8244x46519,"6729 Napier Umgwaqo, Bethlehem, 9903",Vereeniging,Limpopo,1178,"Research officer, government",Zulu,N/A
'6511293141086,Thandiwe,Silangwe,Female,1965-11-29,59,Temporary Visa,South Africa,40326259,N/A,N/A,N/A,N/A,N/A,0.71,siyabongamshibe@za.net,(361)715-0458,"710 Clarence Umgwaqo, George, 8502",Newcastle,Eastern Cape,4241,Health service manager,Zulu,N/A
'5703214342048,Nonhlanhla,Cebisa,Female,1957-03-21,68,Permanent Resident,South Africa,98876360,N/A,N/A,N/A,N/A,N/A,0.71,mathebulathandiwe@africa.com,+1-676-316-0324x349,"893 Frere Ithafa, Mahikeng, 1165",Witbank,Gauteng,3003,Clinical psychologist,Zulu,N/A
'8501248470068,Musa,Ngcemu,Male,1985-01-24,40,Asylum Seeker,South Africa,70631198,N/A,N/A,N/A,N/A,N/A,0.74,ndwandwenozizwe@co.za,536.372.6705,"41 Queen Umgwaqo, Musina, 1225",uMgungundlovu,Northern Cape,8915,Arts administrator,Zulu,N/A
'PR35786216,Sibusiso,Thuliswayo,Male,1999-08-20,26,Citizen,Somalia,64866777,Retirement Visa,2024-01-02,2033-12-30,PER22426,N/A,0.63,sfiso68@com,001-557-469-7132x9439,"418 Prince Indlela, Boksburg, 2679",Randfontein,Gauteng,4297,Applications developer,Zulu,12
'4111225977044,Bhekani,Thango,Male,1941-11-22,83,Permanent Resident,South Africa,11729469,N/A,N/A,N/A,N/A,N/A,0.88,mzamo23@africa.com,+1-277-683-2188,"618 Nelson Mandela Indawo, Centurion, 5768",iKapa,Western Cape,9465,Rural practice surveyor,Zulu,N/A
'8707169133004,Luyanda,Mlalazi,Male,1987-07-16,38,Permanent Resident,South Africa,62353027,N/A,N/A,N/A,N/A,N/A,0.74,sibusiso45@za.net,001-225-330-1464x0759,"9490 Oxford Indlela, Polokwane, 4151",Stellenbosch,North West,1666,Research scientist (medical),Zulu,N/A
'PR11727002,Nonhlanhla,Mathunjwa,Female,1976-02-15,49,Permanent Resident,Tanzania,68513753,Business Visa,2024-08-30,2034-08-28,PER62368,N/A,0.72,nqobizitha52@org,(741)896-2622x29920,"81 Oxford Ithafa, Klerksdorp, 4117",iKapa,North West,8467,Theatre director,Zulu,11
'TV99644,Andreia,Soares,Female,2002-01-30,23,Temporary Visa,Mozambique,MO911757,Corporate Visa,2023-06-23,2024-06-23,VIS22133,N/A,0.81,guerreiroeva@mozambique.com,(351) 912 037 211,"Avenida de Pinheiro, S/N, 2682-091 Odivelas",Praia da Vitória,North West,6241-254,Operador de instalações de processamento de minérios,Portuguese,11
'TV41629,Marguerite,Prévost,Female,1984-09-20,41,Citizen,Democratic Republic of Congo,40487592,Work Visa,2023-03-04,2024-03-05,VIS73836,N/A,0.79,levequemartine@com,0695571615,"94, rue Diaz, 93865 Tessierboeuf",Lamy,KwaZulu-Natal,45510,chef de projet web/mobile,French,10
'4505181995072,Thembile,Lutholoni,Female,1945-05-18,80,Citizen,South Africa,24367463,N/A,N/A,N/A,N/A,N/A,0.95,dkubheka@co.za,+1-395-586-8359x745,"92 Edward Indawo, Bethlehem, 3347",Upington,Mpumalanga,3025,"Surveyor, building",Zulu,N/A
'9304186980000,Bhekani,Mbuyazi,Male,1993-04-18,32,Permanent Resident,South Africa,18874321,N/A,N/A,N/A,N/A,N/A,0.86,andilemlambo@africa.com,204.358.9961x702,"3435 Napier Indawo, Welkom, 8579",Springs,Limpopo,6633,"Journalist, broadcasting",Zulu,N/A
'8010193637092,Thembekile,Makhaza,Female,1980-10-19,44,Permanent Resident,South Africa,37688407,N/A,N/A,N/A,N/A,N/A,0.88,mzilenisibonelo@za.net,001-993-209-3817,"2698 Napier Indlela, Vanderbijlpark, 5732",George,Free State,4999,Hydrogeologist,Zulu,N/A
'9501066977034,Siyabonga,Ncube,Male,1995-01-06,30,Citizen,South Africa,94493161,N/A,N/A,N/A,N/A,N/A,0.92,thandeka85@co.za,+1-989-982-4636x46952,"96 Walter Sisulu Umgwaqo, Middelburg, 8875",iBhayi,Gauteng,1680,Visual merchandiser,Zulu,N/A
'4208145476093,Mlungisi,Nonkosi,Male,1942-08-14,83,Citizen,South Africa,83778243,N/A,N/A,N/A,N/A,N/A,0.96,pthabekhulu@africa.com,5455214041,"694 Napier Isitaladi, Potchefstroom, 3412",Thohoyandou,Northern Cape,1116,IT consultant,Zulu,N/A
'PR20003420,Vincent,Gillet,Male,1971-02-12,54,Citizen,Democratic Republic of Congo,87712880,Relative's Visa,2023-05-23,2033-05-20,PER57028,N/A,0.65,kchevalier@com,+33 (0)5 45 89 06 69,"36, chemin Albert, 97690 Renault",Moreno,Eastern Cape,64981,opticien-lunetier,French,1
'PR50754657,Iara,Amaral,Female,2004-11-23,20,Citizen,Mozambique,MO669292,Relative's Visa,2025-03-03,2035-03-01,PER50480,N/A,0.73,franciscareis@co.mz,+351923324918,"Largo de Figueiredo, 4, 7103-474 Torres Novas",Anadia,Mpumalanga,3200-838,Confeiteiro,Portuguese,19
'PR90307459,丹,罗,Female,2000-04-06,25,Permanent Resident,China,28801578,Corporate Visa,2024-07-09,2034-07-07,PER13684,N/A,0.87,xiuying74@china.com,18894957518,福建省沈阳市永川周路a座 513810,辛集县,Eastern Cape,826869,其他,Mandarin,7
'AS631665,Erica,Bonbach,Female,1982-04-14,43,Citizen,Germany,973475865,Asylum Seeker Permit,2023-04-04,2025-04-03,ASP35278,Appeal Pending,0.68,glindner@de,03677 284934,"Raisa-Staude-Platz 2, 29968 Gütersloh",Göttingen,North West,08955,Artist,German,14
'5606086533076,Mandla,Mlaba,Male,1956-06-08,69,Citizen,South Africa,40720602,N/A,N/A,N/A,N/A,N/A,0.84,qngubane@co.za,700.492.6086,"457 William Ithafa, Musina, 7152",Mbombela,Free State,5733,"Engineer, civil (consulting)",Zulu,N/A
'TV86200,Raymond,Ribeiro,Male,1972-07-03,53,Temporary Visa,United States,863442290,Critical Skills Visa,2024-10-24,2026-03-04,VIS39100,N/A,0.67,ygillet@com,+33 (0)2 98 15 54 61,"48, avenue Suzanne Launay, 81715 ToussaintBourg",Boulay,Limpopo,39545,consultant en management de l'innovation,French,6
'7901058464005,Mandla,Mpikela,Male,1979-01-05,46,Citizen,South Africa,20277210,N/A,N/A,N/A,N/A,N/A,0.81,thandomasondo@za.net,+1-627-763-0556,"8441 Commissioner Indawo, Benoni, 6360",Sasolburg,Western Cape,1079,"Teacher, adult education",Zulu,N/A
'TV92683,नित्य,आचार्य,Female,1980-12-13,44,Permanent Resident,India,16932660,Critical Skills Visa,2024-03-27,2026-08-30,VIS72598,N/A,0.69,fprsaad@india.com,06652930332,"13/29 यश कुमार, असम-910561",अकोला,Free State,174747,Actor,Hindi,0
'5903191648068,Nomthandazo,Dlakela,Female,1959-03-19,66,Permanent Resident,South Africa,63404153,N/A,N/A,N/A,N/A,N/A,0.91,thabisankundlande@co.za,662-808-8655x08182,"82 Napier Indlela, Newcastle, 5715",Mahikeng,Limpopo,6163,"Conservation officer, historic buildings",Zulu,N/A
'8610261452094,Ndumiso,Ndaba,Female,1986-10-26,38,Temporary Visa,South Africa,20568944,N/A,N/A,N/A,N/A,N/A,0.75,mbotholuyanda@co.za,001-842-806-7546,"1992 Adelaide Isitaladi, Mbombela, 9484",Thohoyandou,Free State,9576,Technical brewer,Zulu,N/A
'TV47747,Thabisa,Njiki,Female,2000-04-08,25,Temporary Visa,Somalia,25279762,Relative's Visa,2022-11-13,2025-08-28,VIS56270,N/A,0.62,thuthukile40@org,+1-313-631-2815x20009,"113 Albertina Sisulu Ithafa, Upington, 9028",Potchefstroom,KwaZulu-Natal,2931,Barrister,Zulu,7
'9701106029055,Sphiwe,Mkhithi,Male,1997-01-10,28,Citizen,South Africa,11796274,N/A,N/A,N/A,N/A,N/A,0.73,bhekokwakhe46@za.net,001-451-742-5279,"15 Church Indlela, Benoni, 2215",Bethlehem,North West,9172,Heritage manager,Zulu,N/A
'PR31021483,Michelle,Charpentier,Female,1970-09-01,55,Asylum Seeker,France,317338329,Study Visa,2023-04-14,2033-04-11,PER41069,N/A,0.69,erobin@france.com,+33 5 24 39 51 67,"322, rue Fernandes, 97212 Vallée",Couturier,Eastern Cape,30112,syndic de copropriété,French,12
'PR53463185,Hugo,Ferreira,Male,1983-08-15,42,Permanent Resident,Mozambique,MO522657,Study Visa,2023-10-11,2033-10-08,PER87187,N/A,0.64,ecruz@co.mz,(351) 932 510 650,"Praça de Oliveira, S/N, 2394-621 Guarda",Tavira,Free State,1501-495,Assistente de médicos,Portuguese,14
'TV45064,Élise,Guillou,Female,2001-08-08,24,Temporary Visa,United Kingdom,804565055,Corporate Visa,2025-02-14,2026-08-25,VIS55545,N/A,0.76,echauveau@co.uk,+33 (0)3 84 16 86 11,"5, avenue René Didier, 72258 Roche",Laroche,Northern Cape,19953,chargé d'affaires en génie climatique,French,5
'8211165443073,Nhlanhla,Gwamanda,Male,1982-11-16,42,Citizen,South Africa,73468446,N/A,N/A,N/A,N/A,N/A,0.73,mafulelasiphesihle@africa.com,(337)326-5073,"738 Clarence Isitaladi, Benoni, 7928",Upington,Northern Cape,2877,Marine scientist,Zulu,N/A
'AS114292,Simphiwe,Mvelase,Female,1974-04-07,51,Permanent Resident,Zambia,73936088,Asylum Seeker Permit,2024-10-12,2026-10-12,ASP93289,Refugee Status Granted,0.39,mthokozisi42@net,(987)596-7964,"698 York Indlela, Soweto, 7920",Thohoyandou,Limpopo,9833,Advertising account executive,Zulu,6
'PR31941624,Sibusiso,Phethela,Male,2001-05-13,24,Citizen,Ethiopia,59724472,Corporate Visa,2024-05-11,2034-05-09,PER83128,N/A,0.87,thembisilentuli@net,294.780.5684,"651 Albertina Sisulu Indawo, Upington, 5971",Vereeniging,Northern Cape,3805,Sales executive,Zulu,4
'9611238239076,Lwandile,Mkhandlela,Male,1996-11-23,28,Citizen,South Africa,71870820,N/A,N/A,N/A,N/A,N/A,0.95,mkhizeamahle@africa.com,606-572-0880,"886 Grey Ithafa, eGoli, 2393",Paarl,Western Cape,9993,Clinical psychologist,Zulu,N/A
'7402016522026,Minenhle,Meyiwa,Male,1974-02-01,51,Citizen,South Africa,83031287,N/A,N/A,N/A,N/A,N/A,0.91,musa43@za.net,001-217-937-6048x480,"997 Long Indlela, Potchefstroom, 9231",Randfontein,KwaZulu-Natal,2661,Microbiologist,Zulu,N/A
'PR17009551,淑英,曾,Female,2004-07-11,21,Permanent Resident,China,21689299,Corporate Visa,2023-07-02,2033-06-29,PER27264,N/A,0.85,plong@com.cn,18742585224,陕西省张家港县浔阳上海路L座 262432,凤兰县,Mpumalanga,587088,电信网络工程师,Mandarin,12
'5305216129064,Andile,Nsibande,Male,1953-05-21,72,Temporary Visa,South Africa,52842078,N/A,N/A,N/A,N/A,N/A,0.7,sfiso91@africa.com,755.671.2041x640,"17 Charles Ithafa, Upington, 9552",Stellenbosch,Free State,8914,Audiological scientist,Zulu,N/A
'4103148849068,S'fiso,Shelembe,Male,1941-03-14,84,Citizen,South Africa,66368504,N/A,N/A,N/A,N/A,N/A,0.82,smthabela@za.net,+1-798-616-3257x84401,"8242 Jan Smuts Isitaladi, eThekwini, 9508",Boksburg,North West,9022,Building surveyor,Zulu,N/A
'7206232450029,Nobantu,Ntshiza,Female,1972-06-23,53,Citizen,South Africa,11938588,N/A,N/A,N/A,N/A,N/A,0.88,mlalazithandiwe@africa.com,300-626-8235,"18 West Umgwaqo, Tembisa, 2864",Springs,Eastern Cape,3630,Personal assistant,Zulu,N/A
'4103305600086,Thando,Chamane,Male,1941-03-30,84,Citizen,South Africa,44010181,N/A,N/A,N/A,N/A,N/A,0.95,nothando45@co.za,+1-467-730-2601x683,"507 Main Isitaladi, Boksburg, 2570",uMgungundlovu,Mpumalanga,8144,Fisheries officer,Zulu,N/A
'9403066221050,Jabulani,Nondlela,Male,1994-03-06,31,Citizen,South Africa,59396287,N/A,N/A,N/A,N/A,N/A,0.71,bhejelibomvuluyanda@africa.com,(764)578-8648x453,"506 Smith Ithafa, Mahikeng, 3270",Klerksdorp,Limpopo,8854,"Engineer, civil (contracting)",Zulu,N/A
'4604027927049,Siyabonga,Juqula,Male,1946-04-02,79,Citizen,South Africa,27227119,N/A,N/A,N/A,N/A,N/A,0.97,mncubedumisile@za.net,239-971-0693x4094,"251 Queen Isitaladi, Randfontein, 5699",Vereeniging,Gauteng,5276,Insurance claims handler,Zulu,N/A
'6303131998080,Khanyisile,Songiya,Female,1963-03-13,62,Citizen,South Africa,97662178,N/A,N/A,N/A,N/A,N/A,0.95,sikhunyanasibusisiwe@za.net,+1-889-585-6083x086,"725 Stanley Umgwaqo, Springs, 5207",Polokwane,Mpumalanga,8775,Insurance claims handler,Zulu,N/A
'7111200112045,Siphesihle,Zikhungwini,Female,1971-11-20,53,Asylum Seeker,South Africa,84209976,N/A,N/A,N/A,N/A,N/A,0.98,nobuhle56@africa.com,398.895.0867,"83 Cecil Indawo, Randfontein, 4642",Boksburg,Northern Cape,4672,"Sound technician, broadcasting/film/video",Zulu,N/A
'TV92881,Nomvula,Ngubane,Female,2005-12-08,19,Citizen,Eswatini,78068510,Relative's Visa,2024-09-05,2027-05-06,VIS13413,N/A,0.68,londisizwe37@com,(290)302-5969,"1446 Jan Smuts Indawo, Polokwane, 1667",Springs,North West,5381,"Administrator, education",Zulu,0
'8204258030030,Siyabonga,Sitolotolo,Male,1982-04-25,43,Permanent Resident,South Africa,55343511,N/A,N/A,N/A,N/A,N/A,0.75,thalente70@za.net,629-245-3820x436,"475 George Isitaladi, Kathu, 9614",Polokwane,Free State,4405,Sales executive,Zulu,N/A
'9001218139048,Lungile,Malambule,Male,1990-01-21,35,Citizen,South Africa,64140843,N/A,N/A,N/A,N/A,N/A,0.75,nomalangamsimang@za.net,+1-480-791-2993,"5445 Thomas Umgwaqo, Soweto, 9674",Klerksdorp,Western Cape,3842,Accommodation manager,Zulu,N/A
'5911254240004,Sihawukele,Jele,Female,1959-11-25,65,Permanent Resident,South Africa,73007438,N/A,N/A,N/A,N/A,N/A,0.79,thembisilemjwara@africa.com,(716)360-9714x25414,"8494 James Indawo, Chatsworth, 7819",iBhayi,Western Cape,4713,"Investment banker, corporate",Zulu,N/A
'TV22459,Thabisa,Mfusi,Female,2001-08-14,24,Citizen,Nigeria,N6789015,Work Visa,2023-03-17,2023-11-08,VIS78798,N/A,0.66,bmabhodla@nigeria.com,216-642-5943x4214,"138 Charles Indawo, Bloemfontein, 6846",Mahikeng,KwaZulu-Natal,4427,Field seismologist,Zulu,2
'9805237853089,Luyanda,Mlungwana,Male,1998-05-23,27,Permanent Resident,South Africa,26298584,N/A,N/A,N/A,N/A,N/A,0.88,thandeka62@africa.com,+1-992-732-6919x1117,"117 Joseph Ithafa, Benoni, 1843",Mbombela,Gauteng,4483,Soil scientist,Zulu,N/A
'5902248501006,Minenhle,Nhlabathi,Male,1959-02-24,66,Citizen,South Africa,80219981,N/A,N/A,N/A,N/A,N/A,0.86,umjwara@africa.com,+1-726-713-9800,"354 Long Ithafa, Benoni, 5413",Welkom,KwaZulu-Natal,9523,Education administrator,Zulu,N/A
'8803119728041,Langalibalele,Thabizolo,Male,1988-03-11,37,Citizen,South Africa,10751176,N/A,N/A,N/A,N/A,N/A,0.7,bhekisisa82@za.net,(420)682-4243,"800 Joseph Ithafa, iBhayi, 6832",Polokwane,Limpopo,5518,Ceramics designer,Zulu,N/A
'5512225134079,Sandile,Ndabezitha,Male,1955-12-22,69,Citizen,South Africa,17530129,N/A,N/A,N/A,N/A,N/A,0.72,sibusiso58@co.za,686-204-7274,"84 Rivonia Indawo, Klerksdorp, 9251",Tembisa,Gauteng,1944,Politician's assistant,Zulu,N/A
'5009240539003,Gugu,Nyazitla,Female,1950-09-24,75,Citizen,South Africa,55123916,N/A,N/A,N/A,N/A,N/A,0.91,zinhlenondaba@za.net,(754)713-5755x73011,"229 Edward Umgwaqo, Rustenburg, 1199",Benoni,North West,1908,"Civil engineer, consulting",Zulu,N/A
'8209169438079,Zenzele,Madide,Male,1982-09-16,43,Temporary Visa,South Africa,45728479,N/A,N/A,N/A,N/A,N/A,0.72,hangalanhlanhla@za.net,2614795030,"29 Frere Isitaladi, iKapa, 6834",Kimberley,Free State,5210,Financial controller,Zulu,N/A
'AS171752,Erol,Seifert,Male,1992-07-16,33,Citizen,Germany,786222023,Asylum Seeker Permit,2023-10-21,2025-10-20,ASP44921,Appeal Pending,0.66,kreinedmund@de,+49(0)6350 75099,"Pärtzeltallee 96, 85968 Iserlohn",Cuxhaven,North West,49514,Mechaniker,German,3
'TV47123,अनिला,मिस्त्री,Female,1974-01-25,51,Permanent Resident,India,42843515,Relative's Visa,2023-02-03,2025-09-22,VIS39626,N/A,0.88,indiraa02@co.in,+91 253 9895268,"87 रतन सुब्रमण्यम, धर्मापुरी-051755",हैदराबाद,Mpumalanga,234729,Rural practice surveyor,Hindi,8
'4911015524048,Nhlanhla,Soduba,Male,1949-11-01,75,Citizen,South Africa,23544250,N/A,N/A,N/A,N/A,N/A,0.83,thembeka30@africa.com,804-381-0838x7638,"19 Thomas Ithafa, Vanderbijlpark, 9120",Potchefstroom,North West,7061,Quality manager,Zulu,N/A
'4301210845043,Thandiwe,Mlondo,Female,1943-01-21,82,Asylum Seeker,South Africa,69537284,N/A,N/A,N/A,N/A,N/A,0.99,jobethando@africa.com,321.860.5986x907,"10 Smith Indlela, Centurion, 6508",Vereeniging,KwaZulu-Natal,6781,Farm manager,Zulu,N/A
'9209235010063,Lwandile,Ndlandla,Male,1992-09-23,33,Citizen,South Africa,93636717,N/A,N/A,N/A,N/A,N/A,0.71,vhlongwa@co.za,632.316.7924,"701 Oxford Ithafa, eGoli, 6305",Chatsworth,Northern Cape,7544,Community pharmacist,Zulu,N/A
'TV50215,Margaud,Jacob,Female,1989-11-27,35,Citizen,Democratic Republic of Congo,22026093,Corporate Visa,2025-08-23,2026-12-05,VIS94299,N/A,0.72,raymondgermain@com,+33 (0)5 53 00 69 03,"45, rue Henri Fabre, 58363 Daniel",Fontaine-sur-Girard,Limpopo,59843,soudeur,French,5
'5509189188037,SimphiweyiNkosi,Khuyameni,Male,1955-09-18,70,Permanent Resident,South Africa,63369738,N/A,N/A,N/A,N/A,N/A,0.86,sondisasithembiso@za.net,(693)363-1059,"96 Clarence Umgwaqo, eGoli, 3878",Tembisa,Free State,9243,Arts development officer,Zulu,N/A
'9703241494058,Nomathemba,Khanyile,Female,1997-03-24,28,Citizen,South Africa,25919331,N/A,N/A,N/A,N/A,N/A,0.72,ximbathembisile@co.za,(995)486-9543x2769,"656 Church Ithafa, Potchefstroom, 3110",Kimberley,North West,3638,Press photographer,Zulu,N/A
'7610113953001,Sithembiso,Makhunga,Female,1976-10-11,48,Citizen,South Africa,22022965,N/A,N/A,N/A,N/A,N/A,0.96,mkhabelamthokozisi@africa.com,571.875.0216x1655,"619 Grey Isitaladi, Polokwane, 8450",Paarl,KwaZulu-Natal,3848,Clinical psychologist,Zulu,N/A
'4704144959046,Silondile,Mvubu,Female,1947-04-14,78,Citizen,South Africa,87943372,N/A,N/A,N/A,N/A,N/A,0.72,sthabethe@co.za,+1-717-415-9039,"4856 Joseph Ithafa, uMgungundlovu, 4230",Potchefstroom,Mpumalanga,4039,Barrister,Zulu,N/A
'4407214313056,Londisizwe,Nzimande,Female,1944-07-21,81,Permanent Resident,South Africa,56540656,N/A,N/A,N/A,N/A,N/A,0.95,njabulodlaba@africa.com,+1-933-998-6151x033,"242 Elizabeth Indawo, Paarl, 7316",Polokwane,Northern Cape,3887,Insurance broker,Zulu,N/A
'5101225713032,Sphiwe,Khathi,Male,1951-01-22,74,Permanent Resident,South Africa,32632720,N/A,N/A,N/A,N/A,N/A,0.79,sihawukelemasondo@co.za,(357)876-8202x9167,"691 Walter Sisulu Indlela, Vanderbijlpark, 1241",Musina,Northern Cape,2443,Graphic designer,Zulu,N/A
'9809284621022,Nomvula,Madiba,Female,1998-09-28,27,Citizen,South Africa,31097471,N/A,N/A,N/A,N/A,N/A,0.89,mandlakhemanqele@africa.com,+1-873-779-9155x451,"2574 Oxford Isitaladi, Soweto, 2037",Boksburg,KwaZulu-Natal,2332,"Designer, jewellery",Zulu,N/A
'TV35126,जय,मिस्त्री,Male,1986-01-09,39,Temporary Visa,India,84083059,Work Visa,2025-01-31,2027-12-03,VIS78477,N/A,0.81,iishvenkttesn@india.com,+91 8030943397,"71 रोद्रिगुएस, खडगपुर 629577",फतेहपुर,Gauteng,157446,Occupational psychologist,Hindi,13
'AS338419,Alice,Cruz,Female,1981-01-21,44,Citizen,Mozambique,MO630229,Asylum Seeker Permit,2023-06-05,2025-06-04,ASP99968,Rejected,0.69,bpereira@co.mz,267 211 684,"Travessa de Manuel Cardoso Agrelos, 51, 2738-995 Barcelos",Lamego,North West,7029-053,Pintor de construções,Portuguese,15
'6904217238059,SimphiweyiNkosi,Mbuli,Male,1969-04-21,56,Citizen,South Africa,84797248,N/A,N/A,N/A,N/A,N/A,1.0,omncwabe@africa.com,5903182440,"876 Milner Indlela, Potchefstroom, 2140",Centurion,North West,6190,Advertising account planner,Zulu,N/A
'9406167732097,Bhekani,Sibindi,Male,1994-06-16,31,Citizen,South Africa,21596504,N/A,N/A,N/A,N/A,N/A,0.74,ncwabanomagugu@africa.com,438-825-0353x3053,"372 Voortrekker Indawo, Vanderbijlpark, 1014",Potchefstroom,Limpopo,6569,"Nurse, mental health",Zulu,N/A
'5803083473085,Nozibusiso,Mpunzana,Female,1958-03-08,67,Citizen,South Africa,81904408,N/A,N/A,N/A,N/A,N/A,0.74,chamanethalente@africa.com,885-523-2340x92507,"374 Smith Indlela, Bethlehem, 2856",Centurion,Northern Cape,1189,Nature conservation officer,Zulu,N/A
'5907189417013,Mlungisi,Jibela,Male,1959-07-18,66,Permanent Resident,South Africa,94313014,N/A,N/A,N/A,N/A,N/A,0.99,dumisanimbhele@co.za,512-292-0720x813,"737 Napier Indlela, Tembisa, 7396",Krugersdorp,Mpumalanga,4221,"Designer, multimedia",Zulu,N/A
'PR62327338,Janko,Röhricht,Male,1992-01-03,33,Temporary Visa,Germany,147725504,Corporate Visa,2023-11-03,2033-10-31,PER93954,N/A,0.68,marie-louisecichorius@germany.com,(01152) 04952,"Jacobstraße 89/53, 22397 Artern",Dinkelsbühl,KwaZulu-Natal,76619,Friseur,German,17
'0303273531018,Londiwe,Mkhabela,Female,2003-03-27,22,Permanent Resident,South Africa,72122495,N/A,N/A,N/A,N/A,N/A,0.85,thandekasibindi@africa.com,001-847-320-7585x108,"10 Short Ithafa, Paarl, 3064",Potchefstroom,Northern Cape,5394,Ophthalmologist,Zulu,N/A
