ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'AS252064,Adèle,Rousset,Female,2005-09-01,20,Citizen,Democratic Republic of Congo,19844905,Asylum Seeker Permit,2023-10-29,2025-10-28,ASP40483,Appeal Pending,anastasiecousin@org,03 54 46 34 12,"45, rue Buisson, 13534 Sainte MadeleineBourg",Bertin,KwaZulu-Natal,56980,chef de projet communication digitale,French,19
'4509203394022,Thabisile,Sibisi,Female,1945-09-20,79,Citizen,South Africa,27039781,N/A,N/A,N/A,N/A,N/A,lungile12@co.za,9637291809,"5456 Queen Isitaladi, Welkom, 6954",Middelburg,Western Cape,7345,"Buyer, retail",Zulu,N/A
'0411017539033,S'fiso,Shibase,Male,2004-11-01,20,Temporary Visa,South Africa,86748946,N/A,N/A,N/A,N/A,N/A,lnzimase@za.net,846.852.0139,"996 Prince Umgwaqo, Musina, 1012",Springs,Western Cape,9419,Radiation protection practitioner,Zulu,N/A
'0306251978027,Zenzile,Dumisa,Female,2003-06-25,22,Citizen,South Africa,38540358,N/A,N/A,N/A,N/A,N/A,qmashiya@co.za,705-268-4430x894,"788 Short Ithafa, Rustenburg, 1340",Newcastle,Mpumalanga,6619,Arts development officer,Zulu,N/A
'9503104137053,Thabisa,Cebisa,Female,1995-03-10,30,Citizen,South Africa,21574023,N/A,N/A,N/A,N/A,N/A,nomathemba95@africa.com,(244)432-8389x2731,"971 Church Ithafa, Sasolburg, 9561",Bethlehem,KwaZulu-Natal,4921,"Research officer, political party",Zulu,N/A
'5907165584012,Mcebisi,Ncwaba,Male,1959-07-16,66,Citizen,South Africa,46735498,N/A,N/A,N/A,N/A,N/A,hlumakazinomathalente@co.za,+1-706-438-4045x6267,"475 James Isitaladi, Sasolburg, 2583",Thohoyandou,Gauteng,1729,Banker,Zulu,N/A
'PR31086310,Thierry,Mary,Male,1998-06-26,27,Citizen,United Kingdom,573482409,Work Visa,2023-02-03,2033-01-31,PER84273,N/A,hmartineau@co.uk,+33 4 27 36 89 57,"95, rue Frédéric Perrier, 75723 Voisinnec",Weber,Western Cape,18450,ingénieur production en mécanique,French,14
'PR89679474,Thembile,Mahlangu,Female,1989-02-25,36,Temporary Visa,Somalia,52477689,Business Visa,2025-04-16,2035-04-14,PER36882,N/A,andile32@net,(252)460-5224x2529,"554 Somerset Isitaladi, Upington, 2117",Newcastle,Western Cape,2538,IT sales professional,Zulu,15
'5605216092080,S'fiso,Khonjwayo,Male,1956-05-21,69,Temporary Visa,South Africa,55385402,N/A,N/A,N/A,N/A,N/A,jabulanimbokazi@africa.com,930.567.3242x2875,"506 Long Umgwaqo, Randfontein, 2848",Potchefstroom,Free State,8020,Hydrologist,Zulu,N/A
'PR42593115,Sibonelo,Mangcamane,Male,1979-07-13,46,Citizen,Eswatini,56636163,Retirement Visa,2025-05-12,2035-05-10,PER88784,N/A,madondozenzele@org,+1-763-418-3410x044,"886 Oxford Indawo, Randfontein, 8394",Krugersdorp,Gauteng,7494,Cabin crew,Zulu,5
'9505137989000,Musa,Khomo,Male,1995-05-13,30,Citizen,South Africa,50560612,N/A,N/A,N/A,N/A,N/A,xmahlobo@za.net,+1-746-220-6862x5782,"8599 Victoria Indawo, Uitenhage, 5977",Mbombela,Limpopo,5098,Archivist,Zulu,N/A
'7306208082026,Sibonelo,Gabela,Male,1973-06-20,52,Citizen,South Africa,98562467,N/A,N/A,N/A,N/A,N/A,siyabonga24@africa.com,001-993-851-4457x8516,"5650 Stanley Isitaladi, eGoli, 4036",Krugersdorp,Free State,4256,General practice doctor,Zulu,N/A
'0508177440014,Mcebisi,Mboyisa,Male,2005-08-17,20,Citizen,South Africa,49708306,N/A,N/A,N/A,N/A,N/A,thembekamagononde@za.net,899.594.1530,"3743 Paul Kruger Indawo, iBhayi, 3430",Witbank,Northern Cape,3791,"Doctor, hospital",Zulu,N/A
'TV13970,Zoé,Martinez,Female,2004-12-03,20,Citizen,United States,650701491,Critical Skills Visa,2025-04-18,2027-05-28,VIS46784,N/A,lucasmarchal@com,0367179186,"68, rue Chrétien, 85261 Saint Marcelle-les-Bains",Picard,Limpopo,45555,juriste en propriété intellectuelle,French,1
'5908020239039,Thandeka,Nhleko,Female,1959-08-02,66,Asylum Seeker,South Africa,66301039,N/A,N/A,N/A,N/A,N/A,rdlambula@co.za,635-580-8212x65566,"643 Elizabeth Indawo, Centurion, 3391",eThekwini,Free State,4336,Artist,Zulu,N/A
'TV80764,Nomathalente,Mathwasa,Female,1985-03-04,40,Permanent Resident,Malawi,13110206,Business Visa,2025-07-13,2026-04-29,VIS39773,N/A,dnhlabathi@com,+1-921-951-4210,"80 Albertina Sisulu Indawo, Middelburg, 2403",Vereeniging,Gauteng,5285,Housing manager/officer,Zulu,14
'AS216763,Mlungisi,Mkhwananzi,Male,1970-03-13,55,Citizen,Ghana,G2398928,Asylum Seeker Permit,2025-02-24,2027-02-24,ASP56572,Refugee Status Granted,nonhlanhlamgasela@ghana.com,(202)898-1077x265,"400 Adelaide Umgwaqo, Welkom, 6681",Welkom,Limpopo,8946,"Teacher, adult education",Zulu,7
'6612290261031,Nomathalente,Msane,Female,1966-12-29,58,Citizen,South Africa,24517262,N/A,N/A,N/A,N/A,N/A,mzonelilondisizwe@za.net,+1-523-833-3126,"400 Walter Sisulu Isitaladi, Vereeniging, 4125",Welkom,Limpopo,8588,Adult guidance worker,Zulu,N/A
'TV46037,Mthokozisi,Gagashe,Male,1973-12-05,51,Citizen,Lesotho,10048035,Critical Skills Visa,2023-02-04,2023-06-18,VIS44249,N/A,shabangusithembiso@com,(491)844-6583,"21 Stanley Umgwaqo, Polokwane, 2156",Randfontein,Mpumalanga,8263,Health and safety adviser,Zulu,12
'8008131391015,Noxolo,Mbuyisa,Female,1980-08-13,45,Temporary Visa,South Africa,85386861,N/A,N/A,N/A,N/A,N/A,phakathibhekani@co.za,349-519-6715,"57 Thomas Isitaladi, iBhayi, 7264",Chatsworth,Mpumalanga,7419,Data processing manager,Zulu,N/A
'AS850710,Ndumiso,Njomane,Female,2002-07-27,23,Citizen,Ethiopia,82476729,Asylum Seeker Permit,2023-03-28,2025-03-27,ASP56117,Under Review,nomcebonondlela@com,+1-211-769-1286x798,"9447 Charles Umgwaqo, Tembisa, 4267",Newcastle,Gauteng,1903,Retail buyer,Zulu,4
'PR71159357,Nomthandazo,Manana,Female,1991-03-02,34,Citizen,Somalia,29437239,Study Visa,2024-10-06,2034-10-04,PER42755,N/A,nobantu78@org,567.360.6182x949,"643 Queen Ithafa, Boksburg, 4527",Potchefstroom,Mpumalanga,2783,Banker,Zulu,17
'8006161634004,Sibongile,Sangwani,Female,1980-06-16,45,Citizen,South Africa,61483326,N/A,N/A,N/A,N/A,N/A,sibongile57@africa.com,763-405-8407x15693,"902 Milner Isitaladi, iKapa, 9804",Soweto,Gauteng,2438,Horticultural consultant,Zulu,N/A
'TV14458,红,彭,Female,2005-06-09,20,Citizen,China,14544473,Corporate Visa,2024-05-29,2027-03-20,VIS41217,N/A,yangfu@com.cn,15102579110,湖南省张家港市朝阳刘街m座 522984,杰县,Western Cape,130841,变压器与磁电工程师,Mandarin,9
'9507116089062,Mthokozisi,Mabaso,Male,1995-07-11,30,Citizen,South Africa,25389414,N/A,N/A,N/A,N/A,N/A,bhekokwakhe64@africa.com,(783)707-5554x7625,"69 Oxford Indlela, Kimberley, 2699",Middelburg,Eastern Cape,2856,Consulting civil engineer,Zulu,N/A
'8810244597044,Thembile,Mlambo,Female,1988-10-24,36,Citizen,South Africa,14114236,N/A,N/A,N/A,N/A,N/A,dimbanesilondile@africa.com,+1-634-775-7101x239,"620 Victoria Indawo, Kathu, 1927",Centurion,Northern Cape,3254,Immigration officer,Zulu,N/A
'5206273098054,Nomathemba,Shangase,Female,1952-06-27,73,Citizen,South Africa,72271866,N/A,N/A,N/A,N/A,N/A,mmnomiya@africa.com,001-729-889-2501x966,"5146 Grey Ithafa, Newcastle, 2395",iBhayi,Limpopo,6144,Logistics and distribution manager,Zulu,N/A
'7108112439070,Nothando,Madlala,Female,1971-08-11,54,Citizen,South Africa,72240456,N/A,N/A,N/A,N/A,N/A,nomathemba17@za.net,+1-592-944-5806,"653 Cecil Umgwaqo, iBhayi, 9105",Springs,Limpopo,9620,"Administrator, local government",Zulu,N/A
'0308280591086,Thandiwe,Mdunge,Female,2003-08-28,22,Citizen,South Africa,42490196,N/A,N/A,N/A,N/A,N/A,bandilegigaba@co.za,001-764-358-7092,"7285 Prince Indlela, Bloemfontein, 7075",Upington,Limpopo,6355,"Teacher, music",Zulu,N/A
'8011271547027,Nomalanga,Ntenga,Female,1980-11-27,44,Permanent Resident,South Africa,88930939,N/A,N/A,N/A,N/A,N/A,mthontilwandile@co.za,287.297.9285x26847,"576 George Isitaladi, Newcastle, 1590",George,Gauteng,1988,Pharmacologist,Zulu,N/A
'5202198864009,Njabulo,Gama,Male,1952-02-19,73,Citizen,South Africa,92414280,N/A,N/A,N/A,N/A,N/A,wmbhense@za.net,823-814-7288,"39 Milner Isitaladi, Upington, 4112",George,Eastern Cape,8041,Tax inspector,Zulu,N/A
'9502087532023,Siyabonga,Yei,Male,1995-02-08,30,Permanent Resident,South Africa,84345177,N/A,N/A,N/A,N/A,N/A,thabisangema@co.za,700.418.0618x149,"41 Albertina Sisulu Isitaladi, Witbank, 4493",Bethlehem,Eastern Cape,6688,Oncologist,Zulu,N/A
'8208120019017,Nqobizitha,Wasendlunkulu,Female,1982-08-12,43,Permanent Resident,South Africa,97951929,N/A,N/A,N/A,N/A,N/A,hnonkosi@co.za,+1-362-228-4545,"620 Voortrekker Umgwaqo, Newcastle, 1465",Kimberley,North West,8005,Financial planner,Zulu,N/A
'9206236173045,Lungile,Ncwane,Male,1992-06-23,33,Permanent Resident,South Africa,71968096,N/A,N/A,N/A,N/A,N/A,mandla25@africa.com,(932)454-3764x35992,"1447 Paul Kruger Indlela, Rustenburg, 5278",Thohoyandou,North West,2233,Medical illustrator,Zulu,N/A
'6903150741028,Nobuhle,Mabanga,Female,1969-03-15,56,Citizen,South Africa,38426025,N/A,N/A,N/A,N/A,N/A,hmsweli@africa.com,001-263-230-0655x90541,"51 Smith Indawo, Boksburg, 8626",Potchefstroom,Gauteng,5494,Insurance claims handler,Zulu,N/A
'9304076919008,Jabulani,Mabuyakhulu,Male,1993-04-07,32,Citizen,South Africa,21093963,N/A,N/A,N/A,N/A,N/A,mthokozisi02@za.net,354-714-6824,"872 Elizabeth Indawo, Mbombela, 4878",Chatsworth,KwaZulu-Natal,9765,Transport planner,Zulu,N/A
'9312020660081,Nothando,Ndlanya,Female,1993-12-02,31,Asylum Seeker,South Africa,56270018,N/A,N/A,N/A,N/A,N/A,nenebhekizizwe@co.za,765-657-4138,"38 Nelson Mandela Umgwaqo, Krugersdorp, 1891",eThekwini,Eastern Cape,8184,Film/video editor,Zulu,N/A
'TV73976,Zacharie,Maillard,Male,1977-11-27,47,Citizen,United States,323094913,Work Visa,2023-01-05,2025-06-09,VIS80545,N/A,whumbert@us.com,+33 (0)7 89 54 36 35,"6, rue de Gros, 01459 Bertin-sur-Ruiz",Maury,Free State,43857,data manager,French,12
'9304030082090,Siphesihle,Nkwaliyenkosi,Female,1993-04-03,32,Temporary Visa,South Africa,17511037,N/A,N/A,N/A,N/A,N/A,gwacelasibongile@za.net,4608944384,"463 Adelaide Ithafa, Polokwane, 8496",Upington,Limpopo,2200,"Psychologist, educational",Zulu,N/A
'9008254310051,Thembisile,Ngomane,Female,1990-08-25,35,Citizen,South Africa,48143669,N/A,N/A,N/A,N/A,N/A,nomagugumcwaye@co.za,710-637-0172,"839 Paul Kruger Umgwaqo, iBhayi, 1829",Bloemfontein,Northern Cape,8441,Petroleum engineer,Zulu,N/A
'6909237633042,Andile,Nhlanhla,Male,1969-09-23,55,Permanent Resident,South Africa,12578355,N/A,N/A,N/A,N/A,N/A,nothando71@co.za,939.887.8062x766,"3120 Clarence Indawo, eGoli, 7140",Potchefstroom,Western Cape,8121,Intelligence analyst,Zulu,N/A
'5204271462081,Nomalanga,Mahaye,Female,1952-04-27,73,Citizen,South Africa,67691228,N/A,N/A,N/A,N/A,N/A,nomcebomvubu@co.za,(332)920-4221,"8778 High Indlela, Vereeniging, 4449",Witbank,Mpumalanga,8138,Human resources officer,Zulu,N/A
'7912184223008,Thembisile,Mbuyazi,Female,1979-12-18,45,Citizen,South Africa,75917174,N/A,N/A,N/A,N/A,N/A,angiba@co.za,336-479-4093,"9647 York Umgwaqo, Vereeniging, 6115",Welkom,Limpopo,4140,"Biochemist, clinical",Zulu,N/A
'6012199574068,Andile,Nene,Male,1960-12-19,64,Citizen,South Africa,27743935,N/A,N/A,N/A,N/A,N/A,mshikelanobantu@co.za,+1-416-341-5753x981,"396 Cecil Umgwaqo, Mahikeng, 3144",eGoli,Mpumalanga,1459,"Teacher, early years/pre",Zulu,N/A
'8207178568076,Minenhle,Mlangatshe,Male,1982-07-17,43,Citizen,South Africa,19437923,N/A,N/A,N/A,N/A,N/A,hmathenjwa@co.za,334.318.4472,"80 President Indawo, eGoli, 5229",Rustenburg,North West,6215,Sports therapist,Zulu,N/A
'AS280557,Sphiwe,Phungula,Male,1974-07-07,51,Citizen,Nigeria,N1476061,Asylum Seeker Permit,2025-05-20,2027-05-20,ASP14419,Refugee Status Granted,zakhele96@com.ng,8864031704,"8125 Victoria Ithafa, Kathu, 2929",Stellenbosch,Western Cape,7894,Geochemist,Zulu,13
'7601178498021,Mandlakhe,Dlamini,Male,1976-01-17,49,Citizen,South Africa,40693723,N/A,N/A,N/A,N/A,N/A,dnonkululeko@za.net,001-850-671-0110x51069,"3863 George Isitaladi, Kathu, 4698",Middelburg,Free State,2006,Warehouse manager,Zulu,N/A
'9505257570054,Langalibalele,Ncusi,Male,1995-05-25,30,Citizen,South Africa,77186308,N/A,N/A,N/A,N/A,N/A,thangosibusisiwe@africa.com,(375)608-8394,"508 Rivonia Indlela, Vanderbijlpark, 6433",Mahikeng,North West,2448,Environmental consultant,Zulu,N/A
'PR64432979,Thabisile,Nodlomo,Female,1972-09-22,52,Citizen,Ghana,G5661257,Study Visa,2023-04-03,2033-03-31,PER25348,N/A,noxolo33@ghana.com,+1-802-878-4786,"335 King Indlela, Thohoyandou, 5613",Kimberley,Western Cape,8237,Tourist information centre manager,Zulu,10
'7701068863018,Minenhle,Mbatshazwa,Male,1977-01-06,48,Permanent Resident,South Africa,57369066,N/A,N/A,N/A,N/A,N/A,ddunge@za.net,(396)264-4909x36927,"57 Prince Indawo, Soweto, 3229",Thohoyandou,North West,5361,Patent attorney,Zulu,N/A
'9705065754046,Mthokozisi,Gebhezi,Male,1997-05-06,28,Temporary Visa,South Africa,54692179,N/A,N/A,N/A,N/A,N/A,khanyisilemathwasa@za.net,+1-442-546-1819x36700,"165 Edward Ithafa, Springs, 5593",Mbombela,North West,7118,Travel agency manager,Zulu,N/A
'0105075645035,Lwandile,Mbekwa,Male,2001-05-07,24,Citizen,South Africa,47557249,N/A,N/A,N/A,N/A,N/A,thembekilenduli@africa.com,001-864-961-5757,"67 King Isitaladi, Chatsworth, 9923",iKapa,Mpumalanga,1362,Insurance broker,Zulu,N/A
'PR89323333,Noah,Jesus,Male,1985-02-23,40,Citizen,Mozambique,MO493602,Work Visa,2023-10-06,2033-10-03,PER59418,N/A,eduardosousa@co.mz,(351) 935 995 355,"Travessa de Martins, 96, 4399-835 Lixa",Quarteira,Mpumalanga,3722-338,Montador de andaimes,Portuguese,1
'AS497076,Thérèse,Bègue,Female,2003-04-12,22,Citizen,United States,724842266,Asylum Seeker Permit,2024-08-26,2026-08-26,ASP17756,Interview Scheduled,frederiqueleroy@com,03 73 50 91 38,"4, boulevard Charles Pichon, 78163 Saint Laurence-les-Bains",Larocheboeuf,Western Cape,11210,fleuriste,French,20
'7510200146052,Nobuhle,Mncube,Female,1975-10-20,49,Permanent Resident,South Africa,92799484,N/A,N/A,N/A,N/A,N/A,fguma@za.net,3614248310,"72 Prince Ithafa, Uitenhage, 5225",Thohoyandou,Northern Cape,5301,Clothing/textile technologist,Zulu,N/A
'7909194078088,Owethu,Khuyameni,Female,1979-09-19,45,Citizen,South Africa,69380184,N/A,N/A,N/A,N/A,N/A,mathebeladumisani@co.za,(356)443-6717,"7570 Cecil Indlela, Potchefstroom, 9118",George,Mpumalanga,2919,Database administrator,Zulu,N/A
'4501201004076,Thembisile,Mhayise,Female,1945-01-20,80,Permanent Resident,South Africa,17078237,N/A,N/A,N/A,N/A,N/A,khomolangalibalele@co.za,800-994-7605x2461,"7587 Elizabeth Ithafa, iBhayi, 6674",Kathu,Eastern Cape,8685,Medical technical officer,Zulu,N/A
'0510146622011,Luyanda,Luthuli,Male,2005-10-14,19,Citizen,South Africa,91589436,N/A,N/A,N/A,N/A,N/A,hlumakazizenzile@africa.com,654-545-2112x6542,"536 Cecil Umgwaqo, Upington, 2465",Middelburg,Mpumalanga,2128,Systems developer,Zulu,N/A
'6103197966030,Mzamo,Mbeje,Male,1961-03-19,64,Citizen,South Africa,34878514,N/A,N/A,N/A,N/A,N/A,ngomanenomagugu@africa.com,+1-491-734-9075x48414,"2633 King Isitaladi, Vanderbijlpark, 8229",Boksburg,Eastern Cape,5423,"Librarian, public",Zulu,N/A
'4012173733040,Busisiwe,Qomazitha,Female,1940-12-17,84,Citizen,South Africa,31242936,N/A,N/A,N/A,N/A,N/A,nomalangamabaso@za.net,001-961-669-9045x073,"892 Smith Indlela, Benoni, 3374",Paarl,Limpopo,3881,Maintenance engineer,Zulu,N/A
'0010169093069,Thabani,Macingwane,Male,2000-10-16,24,Permanent Resident,South Africa,88430359,N/A,N/A,N/A,N/A,N/A,luyanda42@co.za,(427)505-3348,"7819 Churchill Ithafa, Mahikeng, 1603",Sasolburg,KwaZulu-Natal,6854,Media planner,Zulu,N/A
'AS900698,Thalente,Mathula,Male,1976-10-08,48,Citizen,Tanzania,22452606,Asylum Seeker Permit,2024-12-21,2026-12-21,ASP23777,Appeal Pending,onhlengethwa@org,+1-994-859-5988x193,"5300 Prince Umgwaqo, Tembisa, 9914",Bethlehem,Mpumalanga,4675,"Runner, broadcasting/film/video",Zulu,7
'AS911445,Lungile,Gadlela,Male,1995-03-28,30,Citizen,Ghana,G9729916,Asylum Seeker Permit,2024-03-30,2026-03-30,ASP12176,Under Review,lwandilemngadi@ghana.com,(578)402-4074x2359,"83 Walter Sisulu Ithafa, Boksburg, 6017",Mahikeng,KwaZulu-Natal,7398,Science writer,Zulu,5
'4007270515081,Nomcebo,Sibindi,Female,1940-07-27,85,Citizen,South Africa,11962709,N/A,N/A,N/A,N/A,N/A,kmabika@co.za,550-606-1168,"1548 Cecil Indawo, Potchefstroom, 5377",Klerksdorp,North West,4470,"Programme researcher, broadcasting/film/video",Zulu,N/A
'0502273005073,Olwethu,Vilakazi,Female,2005-02-27,20,Citizen,South Africa,89406956,N/A,N/A,N/A,N/A,N/A,nokulunga91@africa.com,(432)467-4583,"6913 Church Isitaladi, Musina, 4984",Tembisa,Western Cape,6727,Cabin crew,Zulu,N/A
'8311137211084,Njabulo,Fakude,Male,1983-11-13,41,Citizen,South Africa,81092181,N/A,N/A,N/A,N/A,N/A,mathenjwasandile@za.net,+1-253-525-4355x6026,"80 President Isitaladi, Soweto, 6088",iBhayi,Eastern Cape,7495,Administrator,Zulu,N/A
'PR76246910,Nozizwe,Mhlanga,Female,1975-02-09,50,Citizen,Ghana,G8040084,Critical Skills Visa,2023-01-13,2033-01-10,PER49321,N/A,musithando@com.gh,(394)276-0309,"15 Jan Smuts Indawo, Newcastle, 9467",Newcastle,North West,9332,Electronics engineer,Zulu,7
'8606033715038,Olwethu,Mbhele,Female,1986-06-03,39,Citizen,South Africa,81130974,N/A,N/A,N/A,N/A,N/A,sibongilexulu@africa.com,802.447.4074x33047,"405 Thomas Umgwaqo, uMgungundlovu, 5343",Potchefstroom,Western Cape,6202,Tour manager,Zulu,N/A
'PR23650384,Owethu,Gatsheni,Female,1991-03-02,34,Citizen,Ghana,G7522124,Relative's Visa,2024-09-16,2034-09-14,PER49492,N/A,nmcusi@com.gh,+1-701-772-3661x1253,"14 Main Ithafa, Sasolburg, 5827",Kimberley,Free State,8755,Catering manager,Zulu,1
'PR54911359,Ndumiso,Mkhandlela,Female,1973-06-13,52,Permanent Resident,Ghana,G1191271,Work Visa,2024-12-02,2034-11-30,PER97106,N/A,ddubazane@ghana.com,5239869068,"765 Smith Ithafa, George, 9589",Bethlehem,Gauteng,4673,Water quality scientist,Zulu,2
'8811247470030,Mthokozisi,Mhlophe,Male,1988-11-24,36,Citizen,South Africa,60176722,N/A,N/A,N/A,N/A,N/A,nqobizithampumuza@za.net,001-849-553-4930x06989,"3397 Commissioner Umgwaqo, Stellenbosch, 2477",Randfontein,Free State,1737,Radiation protection practitioner,Zulu,N/A
'PR85990432,Nomcebo,Phikela,Female,1995-08-29,30,Temporary Visa,Tanzania,72644051,Business Visa,2022-12-30,2032-12-27,PER77379,N/A,mpunzanazenzele@net,541.266.4940,"503 Commissioner Indawo, Potchefstroom, 5188",Kathu,Gauteng,9465,"Engineer, maintenance (IT)",Zulu,16
'7506172528085,Amahle,Mpanza,Female,1975-06-17,50,Citizen,South Africa,96059855,N/A,N/A,N/A,N/A,N/A,ndumisombekwa@za.net,001-788-598-5792x23184,"9286 Churchill Indlela, Centurion, 5299",Bethlehem,Limpopo,4915,Outdoor activities/education manager,Zulu,N/A
'TV25230,Nomagugu,Dlebenkomo,Female,1989-01-27,36,Citizen,Kenya,K5863777,Critical Skills Visa,2024-06-08,2025-08-30,VIS70273,N/A,dubandlelasibonelo@co.ke,(776)486-2317x8413,"287 Elizabeth Ithafa, Musina, 4717",Springs,Western Cape,9948,Marketing executive,Zulu,15
'8402154781082,Nonhlanhla,Mwelase,Female,1984-02-15,41,Temporary Visa,South Africa,21482438,N/A,N/A,N/A,N/A,N/A,mzizinozibusiso@africa.com,(607)828-9784,"3836 Elizabeth Indawo, Welkom, 1851",Potchefstroom,Eastern Cape,6440,Herpetologist,Zulu,N/A
'PR34133813,Lia,Cardoso,Female,1977-08-17,48,Permanent Resident,Mozambique,MO226458,Relative's Visa,2024-04-16,2034-04-14,PER37787,N/A,cdomingues@co.mz,(351) 965685994,"Rua Santos, 121, 5721-829 Caniço",Santa Maria da Feira,KwaZulu-Natal,2169-070,"Operador de máquinas de revestimento, metalização e acabamento de metais",Portuguese,6
'AS399267,Londiwe,Mshiyane,Female,1987-08-12,38,Citizen,Nigeria,N3224795,Asylum Seeker Permit,2025-03-04,2027-03-04,ASP33259,Appeal Pending,masikanenhlanhla@nigeria.com,(904)804-1462x088,"476 Church Indawo, iBhayi, 9381",Tembisa,Northern Cape,1762,Medical sales representative,Zulu,13
'5712293755031,Siphesihle,Mjwara,Female,1957-12-29,67,Citizen,South Africa,90920307,N/A,N/A,N/A,N/A,N/A,bandile25@co.za,001-233-657-5054x78282,"96 Jan Smuts Indawo, Springs, 5755",Uitenhage,Western Cape,8742,"Designer, exhibition/display",Zulu,N/A
'PR52865291,Gugulethu,Msimang,Female,1998-01-14,27,Citizen,Zimbabwe,ZI412734,Study Visa,2024-04-02,2034-03-31,PER62561,N/A,sfiso03@co.zw,671-983-3010,"1007 Elizabeth Indlela, Rustenburg, 6869",Witbank,Eastern Cape,1675,Animal technologist,Zulu,11
'TV85603,Zakhele,Mngwemkhulu,Female,1989-03-29,36,Citizen,Lesotho,46771385,Work Visa,2023-07-06,2024-05-21,VIS88427,N/A,emafobo@net,880.965.6961,"75 Thomas Indlela, Bethlehem, 6980",eThekwini,Limpopo,9749,Technical author,Zulu,13
'8111100393007,Londiwe,Majozi,Female,1981-11-10,43,Temporary Visa,South Africa,74040237,N/A,N/A,N/A,N/A,N/A,hlelanomathemba@za.net,(422)591-5326x215,"8707 Albertina Sisulu Ithafa, Kimberley, 2237",Rustenburg,Northern Cape,6944,Brewing technologist,Zulu,N/A
'TV67261,Mandla,Soduba,Male,1993-12-20,31,Citizen,Lesotho,37040616,Relative's Visa,2024-05-19,2025-11-24,VIS74103,N/A,mnqobimaziya@net,001-726-213-2293x2827,"852 Walter Sisulu Indawo, Bethlehem, 5592",Thohoyandou,Limpopo,5161,Telecommunications researcher,Zulu,2
'PR51419072,Lwandile,Sonqandile,Male,1974-05-03,51,Citizen,Lesotho,32162719,Relative's Visa,2023-10-26,2033-10-23,PER63898,N/A,somfulamzamo@org,001-846-233-7068x04871,"8253 West Indlela, Musina, 8624",iBhayi,Northern Cape,4580,Clothing/textile technologist,Zulu,7
'TV88591,Njabulo,Makhanya,Male,1991-04-17,34,Citizen,Ethiopia,18375006,Business Visa,2024-03-10,2025-04-05,VIS49888,N/A,dmpikela@com,(858)646-3429,"234 Long Umgwaqo, Benoni, 1867",Klerksdorp,North West,1244,Human resources officer,Zulu,0
'AS157375,Simphiwe,Mchunu,Female,1980-08-26,45,Permanent Resident,Kenya,K9280129,Asylum Seeker Permit,2023-10-06,2025-10-05,ASP40626,Appeal Pending,bmaphalala@kenya.com,4956951433,"21 Napier Indawo, Newcastle, 9221",Uitenhage,Free State,8935,Curator,Zulu,14
'TV71861,Zenzile,Mazwi,Female,1984-09-14,40,Citizen,Lesotho,77967423,Study Visa,2023-04-20,2023-10-13,VIS19456,N/A,nonhlanhla32@net,924.710.6272x9884,"76 Commissioner Indlela, Stellenbosch, 9035",Witbank,Eastern Cape,6516,Local government officer,Zulu,8
'PR63590791,Dinis,Ribeiro,Male,1978-08-18,47,Citizen,Mozambique,MO146444,Work Visa,2023-02-10,2033-02-07,PER68142,N/A,ivanbatista@mozambique.com,+351211032176,"R. do Tejo, 98, 3020-590 Pombal",Gondomar,North West,2972-306,Botânico,Portuguese,6
'0010031497019,Londiwe,Mnomiya,Female,2000-10-03,24,Permanent Resident,South Africa,33673509,N/A,N/A,N/A,N/A,N/A,jmtimande@za.net,+1-771-256-8793x936,"768 Grey Umgwaqo, Upington, 9516",Witbank,Western Cape,5850,Transport planner,Zulu,N/A
'0109219910061,Zenzele,Gence,Male,2001-09-21,23,Permanent Resident,South Africa,77067299,N/A,N/A,N/A,N/A,N/A,txhakaza@za.net,935.346.4766,"5033 Prince Umgwaqo, Randfontein, 6484",Stellenbosch,Western Cape,8500,Media planner,Zulu,N/A
'PR43542310,Guiseppe,Gerlach,Male,1990-02-02,35,Temporary Visa,Germany,700727138,Retirement Visa,2023-06-24,2033-06-21,PER12846,N/A,brianneuschaefer@de,(07514) 165124,"Anne-Katrin-Schmiedecke-Gasse 93, 42567 Nabburg",Starnberg,North West,42300,Binnenschiffer,German,5
'9805102076031,Owethu,Mvuyana,Female,1998-05-10,27,Citizen,South Africa,62161360,N/A,N/A,N/A,N/A,N/A,sibonelondawo@co.za,(869)395-4296x738,"931 George Umgwaqo, Mbombela, 1314",Middelburg,Northern Cape,2600,Chartered accountant,Zulu,N/A
'9812197466026,Andile,Somfula,Male,1998-12-19,26,Temporary Visa,South Africa,71741588,N/A,N/A,N/A,N/A,N/A,qomazithankazimulo@co.za,(916)399-9127,"461 Elizabeth Indawo, eGoli, 5051",Centurion,KwaZulu-Natal,7701,Civil Service administrator,Zulu,N/A
'PR40174551,Musa,Makhulukhulu,Male,1994-04-01,31,Citizen,Tanzania,21286954,Corporate Visa,2023-04-17,2033-04-14,PER72150,N/A,cntanzi@com,001-894-381-7096x0114,"59 Walter Sisulu Indlela, Springs, 1397",Stellenbosch,Free State,2056,Counsellor,Zulu,15
