ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Biometric Score,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'4702080537034,Sibusisiwe,Gubulundu,Female,1947-02-08,78,Asylum Seeker,South Africa,79071990,N/A,N/A,N/A,N/A,N/A,0.84,bayize@co.za,248-599-9367x3482,"8340 Church Indlela, George, 5363",Mbombela,Northern Cape,1062,"Designer, television/film set",Zulu,N/A
'TV45585,Nobuhle,Qomazitha,Female,1980-02-07,45,Citizen,Malawi,52541378,Relative's Visa,2024-03-27,2025-10-24,VIS69741,N/A,0.61,sijaduthalente@com,680.788.9903x0961,"539 Albertina Sisulu Indawo, Stellenbosch, 4564",Tembisa,Eastern Cape,9643,Print production planner,Zulu,5
'AS406358,Thabani,Phewa,Male,2002-08-06,23,Citizen,Kenya,K9908236,Asylum Seeker Permit,2023-06-28,2025-06-27,ASP27961,Rejected,0.46,thabisagugushe@kenya.com,7975987980,"879 President Indawo, Benoni, 3872",Middelburg,Eastern Cape,8523,Local government officer,Zulu,5
'TV64373,Siyabonga,Sigagu,Male,1999-08-19,26,Citizen,Ethiopia,85013205,Relative's Visa,2024-04-17,2026-11-18,VIS80638,N/A,0.82,dumisanimphankomo@org,8915227522,"572 Somerset Indawo, Vereeniging, 8325",Uitenhage,KwaZulu-Natal,2963,Interior and spatial designer,Zulu,5
'PR36641642,Colette,Bruneau,Female,1994-03-18,31,Temporary Visa,United States,646812523,Critical Skills Visa,2024-11-17,2034-11-15,PER71246,N/A,0.8,cgay@us.com,+33 3 65 47 29 26,"rue Alex Andre, 53569 Le Gallnec",Sainte Laure,Limpopo,41293,responsable de laboratoire de contrôle en biologie,French,14
'8404132744084,Mnqobi,Gatsheni,Female,1984-04-13,41,Citizen,South Africa,37953252,N/A,N/A,N/A,N/A,N/A,0.94,zenzile23@co.za,6827506265,"506 Milner Isitaladi, Kathu, 6781",Thohoyandou,Limpopo,2933,Structural engineer,Zulu,N/A
'5012152681003,Ndumiso,Gabhezi,Female,1950-12-15,74,Citizen,South Africa,84578932,N/A,N/A,N/A,N/A,N/A,0.99,mkhabelathembeka@co.za,(241)807-4074x375,"421 Church Umgwaqo, Potchefstroom, 4135",Potchefstroom,Eastern Cape,4765,Medical laboratory scientific officer,Zulu,N/A
'0307080012024,Thabisa,Mntimande,Female,2003-07-08,22,Citizen,South Africa,62550507,N/A,N/A,N/A,N/A,N/A,0.83,jmayeza@co.za,451.973.2227,"8164 William Indlela, Randfontein, 6158",eGoli,Free State,1309,"Surveyor, mining",Zulu,N/A
'9407241848021,Sithembiso,Mabaso,Female,1994-07-24,31,Citizen,South Africa,77116552,N/A,N/A,N/A,N/A,N/A,0.85,thembile39@co.za,001-600-588-4026x13035,"32 Joseph Ithafa, Welkom, 6102",Boksburg,North West,2349,"Engineer, control and instrumentation",Zulu,N/A
'7101146558098,Mandla,Ndabansele,Male,1971-01-14,54,Citizen,South Africa,25580108,N/A,N/A,N/A,N/A,N/A,0.78,sfisoshange@za.net,(201)352-0443x40655,"54 Queen Isitaladi, Kimberley, 2434",Musina,Western Cape,7278,"Runner, broadcasting/film/video",Zulu,N/A
'5709048328079,Sphiwe,Magubane,Male,1957-09-04,68,Citizen,South Africa,90220649,N/A,N/A,N/A,N/A,N/A,0.77,mcebisidlabane@co.za,(785)922-2545,"736 Stanley Umgwaqo, eThekwini, 9335",Krugersdorp,KwaZulu-Natal,7532,"Psychologist, forensic",Zulu,N/A
'TV23619,Nhlanhla,Mncwanga,Male,1979-04-27,46,Permanent Resident,Zambia,59370515,Relative's Visa,2024-05-15,2027-03-20,VIS83964,N/A,0.81,nqobizithamasina@org,627.382.1166x51521,"382 Walter Sisulu Umgwaqo, Mahikeng, 3018",Witbank,Mpumalanga,3375,Personal assistant,Zulu,8
'PR32569555,Zakhele,Phakathwayo,Female,1972-05-07,53,Temporary Visa,Nigeria,N9223977,Critical Skills Visa,2024-02-21,2034-02-18,PER36241,N/A,0.67,nyokayebululumlungisi@nigeria.com,5818107081,"31 Frere Indlela, Klerksdorp, 4469",uMgungundlovu,Western Cape,9534,Adult guidance worker,Zulu,9
'4702164559032,Thalente,Dlabazane,Female,1947-02-16,78,Citizen,South Africa,68560449,N/A,N/A,N/A,N/A,N/A,0.78,nomathalente08@co.za,(618)474-7020x857,"86 Voortrekker Indawo, Tembisa, 2009",Soweto,Mpumalanga,6905,Trade union research officer,Zulu,N/A
'PR50375337,Zenzele,Mlondo,Male,1990-04-03,35,Citizen,Lesotho,47038547,Relative's Visa,2024-02-19,2034-02-16,PER74057,N/A,0.86,tsiwele@com,+1-253-407-5639,"86 Napier Indawo, Mahikeng, 3322",Krugersdorp,Northern Cape,3452,Chief Executive Officer,Zulu,4
'8709095045065,Mandlakhe,Mlondo,Male,1987-09-09,38,Citizen,South Africa,89780657,N/A,N/A,N/A,N/A,N/A,0.87,nyazitlanomathalente@africa.com,+1-457-361-5001,"132 Rivonia Indawo, Welkom, 7032",Kathu,North West,9207,Restaurant manager,Zulu,N/A
'PR68718305,Sibusiso,Chonco,Male,1971-09-07,54,Citizen,Malawi,62721574,Business Visa,2022-11-25,2032-11-22,PER18045,N/A,0.64,nomcebo60@org,828.992.4563x3369,"2128 Smith Isitaladi, Bethlehem, 9447",iKapa,Free State,3528,"Editor, commissioning",Zulu,8
'8506069714056,Vusumuzi,Mabika,Male,1985-06-06,40,Citizen,South Africa,40268520,N/A,N/A,N/A,N/A,N/A,0.87,vusumuzimhlabandlovu@africa.com,360.560.0367x645,"162 Milner Umgwaqo, Benoni, 4971",Welkom,Northern Cape,7200,Manufacturing engineer,Zulu,N/A
'9902182854049,Bhekokwakhe,Makhanya,Female,1999-02-18,26,Citizen,South Africa,61137439,N/A,N/A,N/A,N/A,N/A,0.72,ymsimang@za.net,+1-570-669-5873x47084,"528 Prince Ithafa, Uitenhage, 9515",George,Eastern Cape,7207,Location manager,Zulu,N/A
'PR33197919,Thembile,Mbotho,Female,1999-01-11,26,Citizen,Ethiopia,52355276,Business Visa,2025-05-29,2035-05-27,PER39719,N/A,0.66,cbayeni@org,001-748-556-0925,"792 King Indlela, Soweto, 7082",Springs,North West,2327,Diagnostic radiographer,Zulu,12
'PR71642247,军,朱,Male,1996-06-15,29,Citizen,China,49673377,Business Visa,2024-06-18,2034-06-16,PER71688,N/A,0.92,ejiang@china.com,13254534947,辽宁省兴安盟市崇文上海路B座 537848,长春市,Eastern Cape,517168,财务经理,Mandarin,15
'5704058625061,Sandile,Ngcobo,Male,1957-04-05,68,Temporary Visa,South Africa,80652865,N/A,N/A,N/A,N/A,N/A,0.98,thandazilenandisa@za.net,366-345-0181x266,"53 Voortrekker Ithafa, Klerksdorp, 7808",Sasolburg,Eastern Cape,7191,Physiological scientist,Zulu,N/A
'7708076874039,Thabani,Godide,Male,1977-08-07,48,Citizen,South Africa,46683023,N/A,N/A,N/A,N/A,N/A,0.81,nomasontomgcaleka@co.za,+1-769-488-5484x8776,"2898 Napier Ithafa, iKapa, 8023",Upington,Free State,5608,Corporate investment banker,Zulu,N/A
'9301195254053,Mzamo,Magolwana,Male,1993-01-19,32,Citizen,South Africa,86463939,N/A,N/A,N/A,N/A,N/A,0.95,owethu09@za.net,937.322.9984,"698 Rivonia Umgwaqo, Kimberley, 4973",Sasolburg,Eastern Cape,7816,"Therapist, sports",Zulu,N/A
'7207019806061,Bandile,Mahlobo,Male,1972-07-01,53,Citizen,South Africa,80921101,N/A,N/A,N/A,N/A,N/A,0.72,zkhanyile@za.net,632.732.0679x484,"14 Grey Umgwaqo, Welkom, 1374",Bloemfontein,Gauteng,9250,"Surveyor, mining",Zulu,N/A
'9011209407031,Zenzele,Gcaleka,Male,1990-11-20,34,Citizen,South Africa,76340901,N/A,N/A,N/A,N/A,N/A,0.77,ntshingilakhanyisile@za.net,(930)361-2476,"92 Prince Indawo, Thohoyandou, 3982",Thohoyandou,Eastern Cape,5541,Orthoptist,Zulu,N/A
'5501121943027,Sibusisiwe,Mbulaze,Female,1955-01-12,70,Temporary Visa,South Africa,49156245,N/A,N/A,N/A,N/A,N/A,0.97,zqomazitha@co.za,834.759.3777x17220,"372 Voortrekker Ithafa, Krugersdorp, 2474",Vanderbijlpark,Mpumalanga,6463,"Psychologist, counselling",Zulu,N/A
'PR29064410,Lungile,Nxamalala,Male,1980-03-07,45,Citizen,Kenya,K6807258,Business Visa,2022-11-09,2032-11-06,PER12419,N/A,0.92,sondinijabulani@co.ke,815.613.4222x4528,"407 Paul Kruger Ithafa, Mbombela, 1272",Potchefstroom,North West,9695,Youth worker,Zulu,14
'PR27851989,明,陈,Male,1996-11-22,28,Citizen,China,30883123,Business Visa,2024-12-21,2034-12-19,PER92216,N/A,0.92,dingmin@com.cn,13152946405,江西省香港市南湖太原街L座 690081,洁市,Gauteng,987219,铆工,Mandarin,12
'9502215389092,Thalente,Vunisa,Male,1995-02-21,30,Permanent Resident,South Africa,58228139,N/A,N/A,N/A,N/A,N/A,0.76,kholosenonjabulo@za.net,492.740.6426x295,"818 Adelaide Indawo, Mbombela, 6552",Boksburg,KwaZulu-Natal,1812,"Programmer, applications",Zulu,N/A
'0103200089095,Bhekisisa,Nkomo,Female,2001-03-20,24,Citizen,South Africa,78575200,N/A,N/A,N/A,N/A,N/A,0.91,vusumuzimazalankosi@za.net,6172091767,"2142 President Umgwaqo, Newcastle, 2361",Vanderbijlpark,KwaZulu-Natal,1335,Merchant navy officer,Zulu,N/A
'9504034141049,Nomalanga,Nontanda,Female,1995-04-03,30,Citizen,South Africa,40727549,N/A,N/A,N/A,N/A,N/A,0.96,andilemngwemkhulu@africa.com,+1-897-726-6371,"3199 Paul Kruger Indlela, Mahikeng, 1278",Chatsworth,KwaZulu-Natal,6022,Herbalist,Zulu,N/A
'PR98789307,Njabulo,Mahlinza,Male,1994-09-12,31,Citizen,Tanzania,53444264,Critical Skills Visa,2024-04-27,2034-04-25,PER68957,N/A,0.88,zibuyilekweyama@com,8518941819,"9772 Commissioner Indawo, Uitenhage, 5477",Benoni,Northern Cape,8461,Environmental consultant,Zulu,8
'TV31177,Nath,Launay,Female,1972-11-18,52,Citizen,Democratic Republic of Congo,93947715,Corporate Visa,2023-06-11,2026-04-20,VIS27624,N/A,0.78,kmunoz@com,02 21 21 35 54,"32, chemin de Blanchet, 42766 Sainte Marianne",Charrierboeuf,Gauteng,82510,couvreur,French,13
'8512316291015,Bhekani,Mseleku,Male,1985-12-31,39,Citizen,South Africa,47161707,N/A,N/A,N/A,N/A,N/A,0.89,egwanyana@africa.com,(455)790-0374x328,"4031 Long Indawo, Welkom, 9126",Newcastle,Limpopo,6378,Mechanical engineer,Zulu,N/A
'TV72987,SimphiweyiNkosi,Lutholoni,Male,1978-07-27,47,Citizen,Zimbabwe,ZI387914,Relative's Visa,2022-11-15,2024-05-02,VIS17381,N/A,0.85,shamasethandazile@zimbabwe.com,947-426-4740,"410 Voortrekker Ithafa, Upington, 4521",Polokwane,Mpumalanga,4630,Petroleum engineer,Zulu,8
'9404212397030,Zakhele,Gwamanda,Female,1994-04-21,31,Citizen,South Africa,78037270,N/A,N/A,N/A,N/A,N/A,0.99,mbothonomathemba@africa.com,(431)971-4789x03057,"8300 Albertina Sisulu Indawo, Tembisa, 7308",George,Eastern Cape,6053,Exhibition designer,Zulu,N/A
'TV25486,Nomusa,Qomazitha,Female,1983-08-27,42,Temporary Visa,Tanzania,40834576,Business Visa,2022-10-17,2023-12-07,VIS35912,N/A,0.62,jabulani47@net,(568)960-0489x040,"294 Gandhi Umgwaqo, Soweto, 3484",Welkom,Gauteng,6151,Geochemist,Zulu,10
'8902098742062,Bandile,Mchunu,Male,1989-02-09,36,Citizen,South Africa,39857834,N/A,N/A,N/A,N/A,N/A,0.81,khulunkazimulo@co.za,001-542-535-2538x89516,"84 Victoria Indlela, Vereeniging, 9764",Centurion,Western Cape,6486,"Scientist, research (physical sciences)",Zulu,N/A
'AS165329,Charlotte,Lecoq,Female,1994-10-03,31,Temporary Visa,Democratic Republic of Congo,61632537,Asylum Seeker Permit,2023-12-07,2025-12-06,ASP44024,Under Review,0.78,benoit52@net,+33 (0)5 65 80 10 66,"499, rue Lefort, 94610 Roger-sur-Samson",Sainte Élodie,Limpopo,72208,guide de haute montagne,French,9
'7803107346064,Langalibalele,Sokhulu,Male,1978-03-10,47,Citizen,South Africa,94562120,N/A,N/A,N/A,N/A,N/A,0.97,omasikane@co.za,001-241-209-2345x07662,"928 Short Ithafa, Krugersdorp, 6153",Uitenhage,Western Cape,5378,Structural engineer,Zulu,N/A
'5803016951018,Mzamo,Gambu,Male,1958-03-01,67,Citizen,South Africa,47942514,N/A,N/A,N/A,N/A,N/A,0.87,njabulofenya@co.za,233.287.6530,"8138 High Indawo, Vereeniging, 2115",Polokwane,KwaZulu-Natal,8283,"Scientist, research (medical)",Zulu,N/A
'TV66579,Nozizwe,Weza,Female,1990-12-02,34,Permanent Resident,Nigeria,N7033730,Relative's Visa,2024-04-01,2026-05-20,VIS38424,N/A,0.85,thabisa89@com.ng,+1-629-702-9504x8287,"593 Long Umgwaqo, eGoli, 4057",eGoli,Free State,1930,Plant breeder/geneticist,Zulu,19
'PR68038098,Aurélie,Lenoir,Female,1997-05-02,28,Temporary Visa,United Kingdom,948589725,Critical Skills Visa,2024-10-17,2034-10-15,PER53935,N/A,0.62,yloiseau@co.uk,+33 4 72 97 63 93,"7, rue de Tessier, 36519 Lerouxdan",Giraud,Eastern Cape,14941,juriste en propriété intellectuelle,French,14
'7604199470092,Njabulo,Mnqamu,Male,1976-04-19,49,Citizen,South Africa,68199456,N/A,N/A,N/A,N/A,N/A,0.87,gazunomusa@za.net,(253)608-3070x9952,"5102 Albertina Sisulu Ithafa, Bloemfontein, 4571",Vanderbijlpark,Eastern Cape,3327,Geophysical data processor,Zulu,N/A
'9610212628052,Gugu,Mgasela,Female,1996-10-21,28,Permanent Resident,South Africa,16179547,N/A,N/A,N/A,N/A,N/A,0.81,esotobe@africa.com,+1-398-749-9878x4829,"825 James Indawo, Paarl, 7151",Uitenhage,KwaZulu-Natal,4548,"Exhibitions officer, museum/gallery",Zulu,N/A
'6001044544027,Gugu,Mehloluhlaza,Female,1960-01-04,65,Citizen,South Africa,67784873,N/A,N/A,N/A,N/A,N/A,0.88,fthango@co.za,594.796.4678x01832,"5201 York Ithafa, George, 4668",Witbank,Eastern Cape,8845,"Production assistant, radio",Zulu,N/A
'0302104445070,Thembekile,Makhaza,Female,2003-02-10,22,Citizen,South Africa,22749962,N/A,N/A,N/A,N/A,N/A,0.94,gugulethumathwasa@africa.com,366.383.9669,"7651 Stanley Umgwaqo, Witbank, 9878",Tembisa,Mpumalanga,9621,Market researcher,Zulu,N/A
'9508218513035,S'fiso,Mnyandu,Male,1995-08-21,30,Permanent Resident,South Africa,66633467,N/A,N/A,N/A,N/A,N/A,0.92,sihawukele93@co.za,001-275-977-9404,"725 York Umgwaqo, George, 7574",Vanderbijlpark,Western Cape,4484,Arts administrator,Zulu,N/A
'4906166247028,Bhekani,Juqula,Male,1949-06-16,76,Citizen,South Africa,51887971,N/A,N/A,N/A,N/A,N/A,0.86,thandiwe49@co.za,8354333354,"72 Elizabeth Ithafa, iKapa, 3545",George,Limpopo,7325,Tax inspector,Zulu,N/A
'5610148567005,Minenhle,Mabaso,Male,1956-10-14,68,Citizen,South Africa,87603787,N/A,N/A,N/A,N/A,N/A,0.98,khanyisile50@za.net,349.691.2230x6606,"411 Napier Umgwaqo, Bloemfontein, 6356",Upington,Western Cape,4047,Public house manager,Zulu,N/A
'4204234626081,Nomagugu,Mathaba,Female,1942-04-23,83,Permanent Resident,South Africa,67562324,N/A,N/A,N/A,N/A,N/A,0.98,xndinisa@africa.com,(276)891-8670,"81 Clarence Indlela, Boksburg, 5801",Paarl,Mpumalanga,1278,Medical laboratory scientific officer,Zulu,N/A
'PR89060772,Siphesihle,Ndlandla,Female,1990-04-30,35,Citizen,Zambia,55067447,Retirement Visa,2025-05-14,2035-05-12,PER23020,N/A,0.64,lmagwaza@net,+1-889-326-7361x948,"918 Gandhi Umgwaqo, Rustenburg, 2238",iKapa,North West,4427,Museum/gallery curator,Zulu,3
'8501290028044,Thabisile,Sangwani,Female,1985-01-29,40,Citizen,South Africa,52964452,N/A,N/A,N/A,N/A,N/A,0.78,fsibalukhulu@africa.com,(393)639-8679,"3551 Elizabeth Isitaladi, Soweto, 9678",eThekwini,KwaZulu-Natal,2604,Audiological scientist,Zulu,N/A
'7108263257001,Bhekizizwe,Mdluli,Female,1971-08-26,54,Citizen,South Africa,55565836,N/A,N/A,N/A,N/A,N/A,0.7,nomathalente52@africa.com,(936)803-9885x911,"1592 Walter Sisulu Indawo, Upington, 9316",Mbombela,Eastern Cape,7210,IT consultant,Zulu,N/A
'5506030130027,Nozizwe,Bele,Female,1955-06-03,70,Citizen,South Africa,55784174,N/A,N/A,N/A,N/A,N/A,0.92,lembedenothando@za.net,(760)382-9721,"2815 Victoria Umgwaqo, Stellenbosch, 9030",Middelburg,North West,9629,Television camera operator,Zulu,N/A
'7208302961069,Thembile,Khawula,Female,1972-08-30,53,Citizen,South Africa,13969089,N/A,N/A,N/A,N/A,N/A,0.71,nhlanhlanxasana@africa.com,394-401-2000x25823,"10 Frere Isitaladi, Benoni, 2722",Mbombela,Western Cape,9922,Operational investment banker,Zulu,N/A
'6507182824020,Busisiwe,Luvuno,Female,1965-07-18,60,Asylum Seeker,South Africa,13470083,N/A,N/A,N/A,N/A,N/A,0.99,nbophela@africa.com,594-693-0360x6457,"7757 York Ithafa, Kimberley, 8672",eThekwini,Eastern Cape,6303,"Producer, radio",Zulu,N/A
'PR54455962,Lwandile,Mcusi,Male,1995-05-17,30,Citizen,Malawi,44771251,Retirement Visa,2025-02-14,2035-02-12,PER56302,N/A,0.61,thandiwemazalankosi@org,496.972.3636,"245 Commissioner Umgwaqo, Polokwane, 5830",Chatsworth,Free State,9262,Adult guidance worker,Zulu,19
'5510049728010,SimphiweyiNkosi,Mayeza,Male,1955-10-04,70,Citizen,South Africa,15074165,N/A,N/A,N/A,N/A,N/A,0.72,minenhlenhleko@co.za,001-412-760-3438x87810,"40 Albertina Sisulu Umgwaqo, Soweto, 5701",iBhayi,Mpumalanga,1463,Mudlogger,Zulu,N/A
'PR10907624,Mzamo,Dlomo,Male,2004-10-17,20,Citizen,Lesotho,56997886,Work Visa,2025-06-20,2035-06-18,PER28647,N/A,0.93,nobuhle17@com,431.440.1710x951,"49 Grey Indawo, Mahikeng, 9367",Paarl,Mpumalanga,2438,"Designer, television/film set",Zulu,17
'5909203673098,Olwethu,Mbili,Female,1959-09-20,66,Citizen,South Africa,16227061,N/A,N/A,N/A,N/A,N/A,0.86,vmamba@africa.com,824-438-7636x079,"9149 Adelaide Indawo, Paarl, 8521",Chatsworth,KwaZulu-Natal,5334,Sports therapist,Zulu,N/A
'6108259690021,Sandile,Luvuno,Male,1961-08-25,64,Citizen,South Africa,52720583,N/A,N/A,N/A,N/A,N/A,0.82,emadlanduna@co.za,+1-861-579-3748,"3218 Albertina Sisulu Isitaladi, Soweto, 2037",Uitenhage,KwaZulu-Natal,3956,Museum/gallery curator,Zulu,N/A
'8802128684025,Mcebisi,Ngwazi,Male,1988-02-12,37,Citizen,South Africa,27210788,N/A,N/A,N/A,N/A,N/A,0.87,nobuhlembeje@co.za,969.788.7989x8739,"3650 Charles Ithafa, Paarl, 2333",iKapa,KwaZulu-Natal,9266,Further education lecturer,Zulu,N/A
'6512244015091,Busisiwe,Gasela,Female,1965-12-24,59,Citizen,South Africa,51789185,N/A,N/A,N/A,N/A,N/A,0.88,bhekisisa53@co.za,6097806629,"57 Voortrekker Indawo, Musina, 4777",Potchefstroom,Limpopo,4486,"Therapist, occupational",Zulu,N/A
'PR74078053,Bandile,Lwandle,Male,1988-05-27,37,Citizen,Somalia,37991285,Retirement Visa,2024-08-05,2034-08-03,PER73003,N/A,0.92,shoyisavusumuzi@com,001-630-934-1389x9368,"678 Paul Kruger Indawo, Kathu, 7012",Krugersdorp,Northern Cape,7473,"Designer, blown glass/stained glass",Zulu,16
'5107069178051,S'fiso,Mamba,Male,1951-07-06,74,Asylum Seeker,South Africa,60336943,N/A,N/A,N/A,N/A,N/A,0.71,noxolomgazi@za.net,731-956-9594,"1448 Grey Umgwaqo, Randfontein, 3970",Mbombela,Mpumalanga,6069,Mudlogger,Zulu,N/A
'AS369017,Nomusa,Mcwaye,Female,1987-03-16,38,Citizen,Botswana,BO612605,Asylum Seeker Permit,2024-08-12,2026-08-12,ASP63831,Rejected,0.68,zenzeledikane@org,574.833.1798x815,"64 Joseph Indawo, Boksburg, 6969",Randfontein,Mpumalanga,7306,"Designer, blown glass/stained glass",Zulu,7
'7407275731083,Jabulani,Fihlela,Male,1974-07-27,51,Permanent Resident,South Africa,34358107,N/A,N/A,N/A,N/A,N/A,0.87,zibuyilenyokayebululu@co.za,849.346.9621x223,"347 Churchill Indawo, Tembisa, 1027",Uitenhage,Limpopo,8420,Public relations officer,Zulu,N/A
'PR77620306,SimphiweyiNkosi,Nyambose,Male,1981-07-12,44,Citizen,Nigeria,N3916873,Critical Skills Visa,2023-04-18,2033-04-15,PER73152,N/A,0.84,mlabanothando@com.ng,615.801.4504x351,"56 Commissioner Umgwaqo, Mahikeng, 9191",Middelburg,Northern Cape,7760,Fitness centre manager,Zulu,14
'6510269135003,Langalibalele,Nkwakha,Male,1965-10-26,59,Citizen,South Africa,46388463,N/A,N/A,N/A,N/A,N/A,0.74,thalentemzilankatha@co.za,212.685.4954x27577,"29 Clarence Umgwaqo, iBhayi, 9846",Sasolburg,Mpumalanga,3713,"Administrator, Civil Service",Zulu,N/A
'9003114855086,Sibusisiwe,Dumisa,Female,1990-03-11,35,Citizen,South Africa,16997851,N/A,N/A,N/A,N/A,N/A,0.73,mmakhubo@co.za,914.336.3314,"9199 President Isitaladi, Uitenhage, 2228",Potchefstroom,Free State,1537,"Scientist, biomedical",Zulu,N/A
'5703295739049,Sandile,Shozi,Male,1957-03-29,68,Citizen,South Africa,66712357,N/A,N/A,N/A,N/A,N/A,0.96,nomusayeyeye@co.za,7568710859,"331 James Indawo, Musina, 9849",Musina,Gauteng,5020,Medical sales representative,Zulu,N/A
'7912065061006,Mzamo,Nondaba,Male,1979-12-06,45,Permanent Resident,South Africa,94376113,N/A,N/A,N/A,N/A,N/A,0.92,nqobizitha07@za.net,+1-652-235-8863x100,"971 Walter Sisulu Isitaladi, Kathu, 6886",Vanderbijlpark,Gauteng,1257,General practice doctor,Zulu,N/A
'TV32101,Roger,Chauveau,Male,1995-08-06,30,Citizen,France,116917750,Work Visa,2025-06-17,2026-10-01,VIS28610,N/A,0.67,delaunayandre@fr,0255014372,"806, avenue Valentine Collin, 37829 Merle",Noël,Free State,46103,décorateur,French,15
'9712144561024,Nomagugu,Meyiwa,Female,1997-12-14,27,Citizen,South Africa,73768198,N/A,N/A,N/A,N/A,N/A,0.73,jphakathwayo@africa.com,517.209.3598,"326 George Indawo, Stellenbosch, 4012",Witbank,Mpumalanga,4430,Dramatherapist,Zulu,N/A
'8209203410053,Amahle,Somboni,Female,1982-09-20,43,Citizen,South Africa,17908118,N/A,N/A,N/A,N/A,N/A,0.77,memeladumisani@za.net,001-329-418-0558x169,"874 Napier Indawo, iKapa, 7081",Soweto,Limpopo,9415,Geophysical data processor,Zulu,N/A
'8503064151075,Nomusa,Mazwi,Female,1985-03-06,40,Citizen,South Africa,84704542,N/A,N/A,N/A,N/A,N/A,0.97,sembathwalungile@africa.com,(526)313-3711x41637,"9999 James Isitaladi, Soweto, 1825",Tembisa,Mpumalanga,3934,Early years teacher,Zulu,N/A
'4608207241085,Lwandile,Yei,Male,1946-08-20,79,Permanent Resident,South Africa,44968418,N/A,N/A,N/A,N/A,N/A,0.77,jntshingila@co.za,+1-221-457-8536x074,"3324 Elizabeth Indawo, Sasolburg, 1641",iBhayi,KwaZulu-Natal,8897,Investment analyst,Zulu,N/A
'6601182980049,Nomagugu,Nzamela,Female,1966-01-18,59,Citizen,South Africa,48059433,N/A,N/A,N/A,N/A,N/A,0.96,mnomiyaandile@za.net,(225)960-0734,"2959 Queen Umgwaqo, Mahikeng, 2971",uMgungundlovu,KwaZulu-Natal,3026,"Conservator, furniture",Zulu,N/A
'8103182022035,Owethu,Hlela,Female,1981-03-18,44,Citizen,South Africa,46387215,N/A,N/A,N/A,N/A,N/A,0.73,thabanimyeza@co.za,8574575705,"7569 Nelson Mandela Ithafa, Thohoyandou, 5553",Centurion,Eastern Cape,2297,Osteopath,Zulu,N/A
'9908315584042,Nhlanhla,Swazi,Male,1999-08-31,26,Citizen,South Africa,17042815,N/A,N/A,N/A,N/A,N/A,0.95,musa31@co.za,3494792546,"98 Clarence Isitaladi, Sasolburg, 4880",Soweto,Eastern Cape,5355,Office manager,Zulu,N/A
'5402070864012,Ndumiso,Mshengu,Female,1954-02-07,71,Temporary Visa,South Africa,90669459,N/A,N/A,N/A,N/A,N/A,0.85,zjali@africa.com,+1-811-402-8766x624,"472 Joseph Indlela, Bloemfontein, 9903",Bloemfontein,Eastern Cape,8988,Patent examiner,Zulu,N/A
'7403296179080,Nhlanhla,Dlangamandla,Male,1974-03-29,51,Citizen,South Africa,34180584,N/A,N/A,N/A,N/A,N/A,0.72,nobantunzuza@co.za,3003479926,"346 Napier Umgwaqo, Vereeniging, 1043",Middelburg,Western Cape,2886,Tour manager,Zulu,N/A
'4807062189029,Busisiwe,Madiba,Female,1948-07-06,77,Citizen,South Africa,75367574,N/A,N/A,N/A,N/A,N/A,0.78,musamnquhe@co.za,001-776-827-2742,"20 Voortrekker Isitaladi, Klerksdorp, 5797",uMgungundlovu,Limpopo,2233,"Engineer, control and instrumentation",Zulu,N/A
'AS155599,宇,陈,Male,1970-11-07,54,Citizen,China,21831687,Asylum Seeker Permit,2024-04-24,2026-04-24,ASP80855,Under Review,0.52,myan@china.com,15903566417,广东省秀英县南溪莫路z座 571865,华市,Northern Cape,192270,工业/产品设计,Mandarin,4
'6911139768064,Sibusiso,Nogantshi,Male,1969-11-13,55,Citizen,South Africa,99047260,N/A,N/A,N/A,N/A,N/A,0.98,thabisile76@africa.com,751-428-4429,"80 Smith Isitaladi, eThekwini, 3346",iBhayi,Eastern Cape,2771,Hotel manager,Zulu,N/A
'7010158534096,Jabulani,Mdladla,Male,1970-10-15,54,Citizen,South Africa,43164133,N/A,N/A,N/A,N/A,N/A,0.99,qgasela@co.za,001-261-414-3699x1606,"90 Gandhi Indawo, Chatsworth, 8872",Boksburg,Limpopo,2986,"Teacher, early years/pre",Zulu,N/A
'8410179175016,Sibonelo,Sibalukhulu,Male,1984-10-17,40,Citizen,South Africa,58938891,N/A,N/A,N/A,N/A,N/A,0.89,sphiwe55@za.net,808-247-3890,"3652 High Umgwaqo, Middelburg, 4955",Bloemfontein,North West,2832,Haematologist,Zulu,N/A
'5706063331006,Mnqobi,Shelembe,Female,1957-06-06,68,Permanent Resident,South Africa,63496499,N/A,N/A,N/A,N/A,N/A,0.8,ydlamini@za.net,001-490-903-0078x1255,"96 George Indlela, Soweto, 8827",Mbombela,KwaZulu-Natal,1231,Equities trader,Zulu,N/A
'PR48785059,Augustin,Marty,Male,2005-11-03,19,Citizen,United States,482283078,Business Visa,2024-07-19,2034-07-17,PER59349,N/A,0.84,antoinettelaunay@com,0420803779,"14, rue Tessier, 59601 Gomez",Charles,Free State,34250,employé d'élevage,French,10
